index,population,count_intersections,streets_per_node_avg,betweenness_centrality_avg,primary_length_total_ext,highway_length_total_ext,fraction_oneway_ext,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_BFA,N_Est_RW,N_Emp_Mfg,N_Emp_BFA,N_Emp_RW,N_Emp_Tot,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,kopt+0_Clusters,kopt+1_Clusters,kopt+2_Clusters,lat,lon,utm_n,utm_e
2062,8848,91,3.32967033,0.071380555,0.0,0.0,0.578293113,5,7,9,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,0.671577415796,1.92255340314,-2.54713913298,0.0451418060231,-0.58299530631,4.59532001372,-1.48871500814,4,0,4,-12.05657622,-77.14605948,8666276.063,266380.8033
2063,24547,181,3.387096774,0.049465209,1907.347699,0.0,0.668013018,14,7,16,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-5.21949119804,8.1358749867,-2.34465034689,4.25829291699,-0.998480362843,-1.13400597431,0.565824554633,5,5,7,-12.05664681,-77.1368778,8666276.063,267380.8033
2064,22327,150,3.111801242,0.057702938,4930.503018,0.0,0.407512601,5,3,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-2.63752916027,6.073322803,0.291118124957,3.03779968279,-0.113171272934,-14.3937527637,6.1906233904,5,5,7,-12.05671709,-77.12769606,8666276.063,268380.8033
2065,22205,176,3.163934426,0.049120113,2874.848969,0.0,0.347645574,9,0,5,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-1.38784675223,5.86833721643,2.30699472501,3.93724489292,-0.665855444574,-7.08298696654,2.93144806265,5,5,7,-12.05678707,-77.11851427,8666276.063,269380.8033
2066,22910,190,3.152284264,0.054516465,2010.926487,0.0,0.375206485,28,4,16,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-3.23366494558,7.2097911256,-1.6122020864,2.82944503776,-1.28518035837,-4.50546652744,-0.415645438194,5,5,7,-12.05685675,-77.10933241,8666276.063,270380.8033
2067,26421,179,3.190217391,0.061269317,4259.622991,0.0,0.254598302,43,22,16,127.0,7.0,42.0,23165.0,576.0,5695.0,115975.0,-8.21494587752,8.50692262446,-7.18019698479,2.57649538516,-1.86467109714,-12.6173193479,2.26501840159,5,5,7,-12.05692613,-77.1001505,8666276.063,271380.8033
2068,23464,96,3.092783505,0.05997807,382.0453568,0.0,0.024084079,12,2,5,127.0,7.0,42.0,23165.0,576.0,5695.0,115975.0,0.996384603236,1.85322268446,3.39474171757,-1.54662554458,-0.821510547746,-0.365158994445,-1.47130249748,4,0,0,-12.0569952,-77.09096853,8666276.063,272380.8033
2069,22727,74,3.135135135,0.060700255,2839.272259,0.0,0.198185796,4,5,3,283.0,16.0,211.0,58753.0,1347.0,14781.0,307021.0,-8.15132228993,-4.97923649498,4.02654440929,0.276852198312,-0.986204281307,-9.10916254205,-0.512986972639,2,3,5,-12.05706398,-77.08178651,8666276.063,273380.8033
2070,22964,115,3.188034188,0.063606658,2655.846897,0.0,0.20918213,8,3,12,170.0,16.0,192.0,38391.0,1347.0,10378.0,215133.0,-6.09877375485,-0.351959594099,1.69026129844,1.01493832057,-1.48426265049,-7.20124360362,1.26529767638,5,5,7,-12.05713245,-77.07260443,8666276.063,274380.8033
2071,24449,135,3.2,0.06138813,2088.281958,0.0,0.269150756,4,5,1,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.50606519762,0.595318339141,3.58098651368,1.50640207108,-0.989081008078,-4.77115108905,1.42525503053,5,5,7,-12.05720062,-77.0634223,8666276.063,275380.8033
2072,24523,170,3.360465116,0.049116207,1536.160057,0.0,0.681331498,23,23,17,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-11.1498295196,4.82799066905,-5.44528963579,3.35329161211,-1.83833239786,-0.689216596909,-1.63097711238,5,5,2,-12.05726848,-77.05424011,8666276.063,276380.8033
2073,24762,113,3.379310345,0.066821195,3567.107582,0.0,0.881725674,56,23,35,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-15.7574646451,6.7755499585,-14.6261375753,0.309406652435,-1.78380924709,-6.94279501925,-0.885810613017,6,5,2,-12.05733605,-77.04505786,8666276.063,277380.8033
2074,32536,144,3.401360544,0.068559025,1253.543184,865.5560502,0.95299782,37,44,39,233.0,15.0,302.0,52803.0,1495.0,23672.0,276944.0,-22.4624122427,2.66811212089,-14.0265424145,0.550198072288,2.77432306422,0.108919265029,-6.84903657614,6,4,2,-12.05740331,-77.03587556,8666276.063,278380.8033
2075,27214,89,3.522222222,0.081955794,1774.494099,0.0,0.910143178,16,36,75,389.0,24.0,471.0,88391.0,2266.0,32758.0,467990.0,-28.9034738361,-4.70363323498,-14.287970312,-0.620855916832,-3.69607007343,-3.65915258332,-13.3143828509,6,4,2,-12.05747027,-77.02669321,8666276.063,279380.8033
2076,26848,106,3.594339623,0.067610063,973.262289,637.1183376,0.799382821,13,14,36,233.0,15.0,302.0,52803.0,1495.0,23672.0,276944.0,-16.5874116431,-0.792193240155,-6.03715128498,2.0612332208,1.57693510162,2.60615212193,-5.41705976654,2,4,2,-12.05753693,-77.0175108,8666276.063,280380.8033
2077,32943,184,3.121052632,0.048581857,1882.539586,0.0,0.268248608,3,4,15,242.0,15.0,307.0,56888.0,1495.0,24173.0,289170.0,-11.779912849,-2.01457251814,5.994395966,3.0931305463,-1.95622961549,-6.00710839347,-3.03047576324,2,3,5,-12.05760328,-77.00832833,8666276.063,281380.8033
2078,12166,95,2.990740741,0.091723976,0.0,0.0,0.10530943,1,0,3,479.0,24.0,444.0,107062.0,2442.0,45126.0,428742.0,-12.5777838825,-19.4957389137,9.29177074888,-1.13694412293,-2.29818083058,-3.58072097326,-11.0950467158,2,3,5,-12.05766934,-76.99914582,8666276.063,282380.8033
2079,11636,40,3.625,0.095107962,0.0,0.0,0.18165093,0,0,8,246.0,9.0,142.0,54259.0,947.0,21454.0,151798.0,-2.91503247447,-5.69774589442,1.45197038533,-0.447601863876,-1.66666829122,3.96596282561,-5.20309878255,2,3,5,-12.05773509,-76.98996325,8666276.063,283380.8033
2080,11103,23,3.25,0.162549407,0.0,0.0,0.0,3,6,3,246.0,9.0,142.0,54259.0,947.0,21454.0,151798.0,0.207944267303,-9.46948301398,0.835328352526,-8.8899362312,-0.77228085227,-0.178690790704,-5.19538410846,2,3,5,-12.05780054,-76.98078062,8666276.063,284380.8033
2081,19524,82,3.023255814,0.042990685,3652.367372,2984.892662,0.400202698,3,12,7,259.0,10.0,148.0,59791.0,986.0,22646.0,161800.0,-9.51889317575,-4.17224340385,-0.614781590312,5.00262572098,17.6917892607,-11.4154308875,0.505219194852,0,6,6,-12.05786568,-76.97159794,8666276.063,285380.8033
2082,18540,103,3.201923077,0.066106913,501.2723032,0.0,0.543255201,32,20,17,273.0,16.0,196.0,66801.0,2091.0,28598.0,225731.0,-12.6863620144,-3.88535043408,-4.51739560985,-0.470783635028,-2.01292915787,-0.168761890286,-7.0435325087,2,3,5,-12.05793053,-76.96241521,8666276.063,286380.8033
2083,11193,104,3.093457944,0.06780949,0.0,0.0,0.309663221,8,5,9,254.0,14.0,168.0,56159.0,2040.0,26171.0,200643.0,-5.1951497519,-6.49054214073,2.31859989193,0.046875950197,-1.62826346882,0.379368880798,-5.49438228119,2,3,5,-12.05799507,-76.95323243,8666276.063,287380.8033
2084,10171,144,3.179310345,0.063682917,0.0,0.0,0.316802566,13,0,9,508.0,28.0,336.0,112318.0,4080.0,52342.0,401286.0,-16.198343853,-17.0159892573,6.73552878365,4.15137756464,-3.32521465502,-1.2291486173,-11.8399006248,2,3,5,-12.05805931,-76.94404959,8666276.063,288380.8033
2085,5318,26,3.035714286,0.093508344,0.0,0.0,0.0,1,0,0,254.0,14.0,168.0,56159.0,2040.0,26171.0,200643.0,-0.169122782437,-10.9472554255,4.42114930314,-3.88749602358,-1.12006969213,-1.0854045437,-4.60915959601,2,3,5,-12.05812325,-76.93486671,8666276.063,289380.8033
2129,14021,202,3.138095238,0.045069404,708.5976526,0.0,0.296118901,0,8,3,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,0.93932632993,4.15778458683,2.79743455373,4.7884850946,-1.24570375125,-0.431151278201,-0.545505563454,4,0,4,-12.04760978,-77.13680627,8667276.063,267380.8033
2130,20556,90,3.129032258,0.077314808,29.8030516,1797.866292,0.224472733,2,2,1,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,2.11145581144,0.555441315422,2.22089191293,-0.694233686134,10.876660829,2.41008411733,-0.601418129701,0,6,6,-12.04768001,-77.12762484,8667276.063,268380.8033
2132,20531,170,3.094972067,0.05985523,0.0,0.0,0.253792952,17,26,19,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-2.4258717148,6.14402138766,-4.0926933816,0.215153094242,-1.53826828485,0.643109861556,-4.73581813605,5,5,7,-12.04781956,-77.1092618,8667276.063,270380.8033
2133,15242,181,3.094736842,0.049525113,391.5367512,918.9869011,0.158663181,9,15,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,0.21170931704,3.85169381408,-0.0354310579704,3.87490088996,4.10490915494,-0.192875978155,-2.11692679348,4,0,4,-12.04788889,-77.1000802,8667276.063,271380.8033
2134,18612,62,3.164179104,0.078568695,986.3382853,0.0,0.540836281,9,9,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-0.426816530707,2.5932410906,-2.21144036509,-3.37593426155,0.307593230485,-0.099471397489,0.0763391889519,4,0,0,-12.04795791,-77.09089854,8667276.063,272380.8033
2135,24834,109,3.070175439,0.056207305,2104.724191,0.0,0.339044514,6,3,7,425.0,18.0,357.0,91538.0,1542.0,22575.0,473980.0,-14.949839926,-10.3618178217,6.77463136616,1.46252351229,-1.51866130981,-8.1559818394,-6.12635598632,2,3,5,-12.04802663,-77.08171682,8667276.063,273380.8033
2136,24373,105,3.155963303,0.079474978,1931.253974,0.0,0.428955533,7,8,3,269.0,9.0,188.0,55950.0,771.0,13489.0,282934.0,-8.19521606504,-3.45559317816,2.56343689414,-1.0149674346,-0.597142496667,-5.20822339395,-1.94426998389,2,3,5,-12.04809505,-77.07253505,8667276.063,274380.8033
2137,24623,134,3.211678832,0.059148339,1738.986743,0.0,0.334164971,3,19,6,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-6.37533178884,1.61323406128,0.204072764169,1.12322132357,-1.17656437433,-3.70500089561,-0.0539492826313,5,5,7,-12.04816316,-77.06335322,8667276.063,275380.8033
2138,24659,124,3.333333333,0.063971609,1546.806453,0.0,0.707094333,4,24,17,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-9.67838894089,2.96508080302,-4.46452339886,0.618476537271,-1.03934052971,-0.966621932295,-0.88070877469,5,5,7,-12.04823098,-77.05417134,8667276.063,276380.8033
2139,24484,136,3.335714286,0.059849263,5158.538326,0.0,0.718509127,14,20,32,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-13.1977221784,5.84972605052,-8.47955811197,3.14971643496,-1.38358176704,-13.4856389619,2.9497802397,5,5,7,-12.04829849,-77.0449894,8667276.063,277380.8033
2140,26637,123,3.682539683,0.060728623,0.0,0.0,0.920443639,130,85,72,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-27.894911322,14.985910509,-38.9724941825,-1.8795013679,-5.17478186053,5.55264511564,-15.3217248626,6,7,8,-12.0483657,-77.0358074,8667276.063,278380.8033
2141,23997,57,3.596491228,0.076139212,2019.930695,0.0,0.929638179,93,63,97,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-25.2129100041,12.7461906486,-36.3347423544,-3.85766699276,-4.1856641058,-2.38301205617,-12.9769073718,6,7,8,-12.04843261,-77.02662536,8667276.063,279380.8033
2142,24392,56,3.209677419,0.077494271,0.0,0.0,0.655011588,1,3,9,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.53061621287,-1.34146855396,1.19224193069,-3.9180805835,0.0707137204768,3.89993789172,-1.58803716,2,3,5,-12.04849922,-77.01744325,8667276.063,280380.8033
2143,32225,155,3.150943396,0.070038847,0.0,0.0,0.316656567,2,3,12,321.0,18.0,343.0,75261.0,1542.0,18673.0,394318.0,-12.3833666425,-6.57428194979,7.39561732158,0.0243000484569,-1.81666392387,0.2356505948,-7.12711948535,2,3,5,-12.04856552,-77.0082611,8667276.063,281380.8033
2144,17329,223,3.055319149,0.045848367,0.0,0.0,0.198850901,4,5,8,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-3.2251557862,0.0373097650612,5.19858505134,4.52776532602,-2.15241004378,0.384213572336,-3.59331742505,4,0,4,-12.04863152,-76.99907889,8667276.063,282380.8033
2145,7589,36,2.947368421,0.122253833,0.0,0.0,0.0,0,0,0,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,9.24988677231,-2.16293461002,1.4509088709,-8.0371488736,0.19219550555,-0.00922434903533,0.745361745798,1,2,3,-12.04869722,-76.98989662,8667276.063,283380.8033
2146,9708,74,3.283783784,0.090241783,677.496569,0.0,0.421375648,7,1,11,37.0,2.0,38.0,18812.0,51.0,3429.0,49540.0,2.83708107686,2.08808424543,-2.5387917021,-2.18707169697,-0.516028755917,1.84311983683,0.887911354022,4,0,0,-12.04876262,-76.98071431,8667276.063,284380.8033
2147,20690,164,3.204819277,0.050953259,54.69438649,0.0,0.391029939,22,1,29,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,-0.765994769799,7.88723111647,-2.7542662676,1.36430227853,-1.58198417398,3.03074914418,-2.69423182968,4,0,4,-12.04882772,-76.97153194,8667276.063,285380.8033
2148,21753,124,3.109375,0.059048283,250.8482642,0.0,0.270243613,28,10,13,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-7.37742172676,-1.6625989134,0.138304248543,-0.104155615619,-1.64395285662,-0.740371650753,-6.98902036924,2,3,5,-12.04889251,-76.96234951,8667276.063,286380.8033
2149,22506,107,3.227272727,0.07538458,1961.154894,0.0,0.262193396,1,6,14,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-6.65926723602,-2.34919346881,2.11175305865,0.211680854629,-1.13412199118,-5.81146764457,-3.23421638935,2,3,5,-12.048957,-76.95316704,8667276.063,287380.8033
2150,11725,61,3.163934426,0.069153469,1109.558081,0.0,0.353266288,7,7,1,296.0,22.0,249.0,77896.0,3196.0,35051.0,301888.0,-9.6826542286,-11.0028811883,2.80213070602,-0.0467664579989,-1.70631273714,-2.76093070821,-3.61131969065,2,3,5,-12.04902119,-76.94398451,8667276.063,288380.8033
2151,8138,52,3.148148148,0.103988604,2170.606334,0.0,0.344287689,1,1,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-1.38227147647,-6.01708167025,1.19857253039,-2.65871526065,-0.232278619027,-6.142990949,-0.00670154154679,2,3,5,-12.04908508,-76.93480193,8667276.063,289380.8033
2152,5643,49,2.716666667,0.118868108,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,3.90240533227,-9.63359957456,4.69960691672,-7.60498394459,-0.0471028211132,-3.74695254244,-4.40268340183,1,2,3,-12.04914867,-76.92561929,8667276.063,290380.8033
2153,3089,33,2.488888889,0.121470519,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,5.18708074847,-11.0864237038,4.8500920123,-9.68095090798,0.447461189174,-5.56097209058,-4.50502639747,1,2,3,-12.04921195,-76.91643661,8667276.063,291380.8033
2196,8413,92,3.208333333,0.083289007,0.0,1650.044422,0.247497031,0,3,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,3.59593235904,-1.08449582828,0.503586302329,0.731199207109,9.49477318439,3.03692656748,-0.484923862372,0,6,6,-12.03864292,-77.12755367,8668276.063,268380.8033
2199,7068,184,3.094240838,0.02992662,0.0,1702.845943,0.235962138,3,3,6,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,2.0586191267,1.92629015969,1.96025633168,7.45987541026,8.80253354386,2.07320110294,-1.75507746862,0,6,6,-12.03885164,-77.10000995,8668276.063,271380.8033
2201,20838,151,3.320512821,0.04078341,1055.136134,0.0,0.26124569,3,2,5,382.0,9.0,207.0,76312.0,771.0,17892.0,374822.0,-10.3069528495,-5.65587928873,6.91233689841,5.609307354,-1.99059418666,-2.5703781059,-6.99592291204,2,3,5,-12.03898928,-77.08164718,8668276.063,273380.8033
2202,24038,85,3.260869565,0.081063864,0.0,0.0,0.377030654,1,2,1,269.0,9.0,188.0,55950.0,771.0,13489.0,282934.0,-5.85850517276,-5.01949222661,5.14649212817,-1.85739404815,-0.652011359984,2.17918659151,-4.43063978669,2,3,5,-12.03905764,-77.07246572,8668276.063,274380.8033
2203,24386,199,3.198067633,0.037387278,0.0,0.0,0.135211643,6,5,8,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.00842764503,1.86028168317,5.33876781076,4.45880845076,-2.1462845931,1.56186364951,-3.33117279662,4,0,4,-12.03912571,-77.0632842,8668276.063,275380.8033
2204,23233,115,3.130081301,0.057869414,0.0,0.0,0.029421317,0,1,5,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-1.20253791223,-1.21997470825,6.13407469937,-0.168158249439,-1.26628050792,0.766492877996,-2.73365246673,4,0,5,-12.03919347,-77.05410262,8668276.063,276380.8033
2205,26176,144,3.012820513,0.045537258,2971.883021,3759.574898,0.396799691,5,10,21,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-9.01591798148,0.778666617474,-2.15697318917,5.84975397423,21.8375394739,-8.1029673127,1.37827548777,0,6,6,-12.03926093,-77.04492099,8668276.063,277380.8033
2206,19797,84,3.255555556,0.082846726,0.0,292.2510472,0.637608621,9,7,15,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-5.44582924958,-0.90190749586,-1.88384128465,-2.41416314578,1.0751181236,3.9153409136,-2.66471564388,2,3,5,-12.03932809,-77.0357393,8668276.063,278380.8033
2207,25082,104,3.165137615,0.074266198,895.9777472,1099.714666,0.67816538,29,4,19,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-8.27643860961,0.91689545653,-3.75425276133,-1.20932638525,5.90692072057,0.72016109172,-1.99166157108,0,6,6,-12.03939494,-77.02655756,8668276.063,279380.8033
2208,13514,84,3.195402299,0.05109675,3222.593467,2333.51718,0.326965564,1,4,6,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.82350863989,-2.12398462559,-0.576453425499,5.02259728417,13.2571387524,-7.70238397451,3.4823529006,0,6,6,-12.0394615,-77.01737577,8668276.063,280380.8033
2209,28199,76,3.024691358,0.095446554,0.0,0.0,0.413669797,0,1,2,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-2.72811145153,-2.89527284473,4.78847651759,-5.98979511784,0.275271254521,1.39974164252,-1.62133676924,2,3,5,-12.03952775,-77.00819392,8668276.063,281380.8033
2210,25766,173,3.054054054,0.058084831,0.0,0.0,0.299958391,9,9,10,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-5.08876638303,0.673472050281,3.30084108907,0.532105580942,-1.40172042636,0.772269725955,-3.72051932566,2,3,5,-12.0395937,-76.99901201,8668276.063,282380.8033
2211,21138,194,3.147959184,0.050586809,0.0,1549.52077,0.133567033,7,4,9,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,1.68529839966,5.49663070461,1.92623481191,4.33073502792,7.94737050024,2.5783629796,-0.329645612409,0,6,4,-12.03965935,-76.98983005,8668276.063,283380.8033
2212,13508,122,3.254098361,0.063187012,0.0,0.0,0.323171078,8,0,19,37.0,2.0,38.0,18812.0,51.0,3429.0,49540.0,2.0339143978,4.25541806341,-1.02061251817,0.567077257011,-1.22988459607,3.38548662606,-1.56602519338,4,0,4,-12.0397247,-76.98064804,8668276.063,284380.8033
2213,13848,137,3.357664234,0.055856909,0.0,0.0,0.310901942,15,9,15,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,0.863474764373,6.00376946042,-3.06208376042,2.05272059951,-1.67071564481,4.24836208012,-1.28961216402,4,0,4,-12.03978975,-76.97146598,8668276.063,285380.8033
2214,21694,187,3.186528497,0.048410387,0.0,0.0,0.325773863,21,8,28,19.0,2.0,28.0,10642.0,51.0,2427.0,25088.0,-0.846524548937,9.03515273808,-3.20271174164,1.95741299743,-1.82414645939,2.7523706294,-2.71263563264,4,5,4,-12.03985449,-76.96228386,8668276.063,286380.8033
2217,9829,150,3.243421053,0.057316138,3133.675488,0.0,0.4168915,30,10,8,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-8.71069783279,-1.37601045833,-2.95450715648,4.84170781638,-2.02977879989,-8.83768962516,-1.52733353213,5,5,7,-12.04004691,-76.9347372,8668276.063,289380.8033
2218,10444,168,3.164705882,0.054785938,2268.122484,0.0,0.133520626,1,2,1,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-2.59933544872,-2.29020023224,4.54955189441,5.30687671766,-1.71055726375,-7.20269983919,-0.882874633596,2,3,5,-12.04011045,-76.92555487,8668276.063,290380.8033
2219,7761,75,2.951219512,0.071676453,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,1.81681142443,-6.66395856696,5.58450035297,-1.59101130849,-0.869274761702,-1.60908562799,-4.54005598376,2,3,5,-12.04017368,-76.91637249,8668276.063,291380.8033
2262,2491,51,3.31372549,0.101488595,0.0,1356.878239,0.500810753,0,0,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,3.78076616159,-2.5556195616,-1.81264767465,-1.14545694509,8.16123008189,4.84716669578,0.322136697724,0,6,0,-12.02960583,-77.12748256,8669276.063,268380.8033
2265,11645,194,3.201030928,0.049103308,1011.496856,194.4087462,0.187575589,6,7,3,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,1.22409743376,3.83553534439,1.79966343258,5.31137068045,-0.423257874875,-1.32648896935,-0.369009196771,4,0,4,-12.02981439,-77.09993976,8669276.063,271380.8033
2267,35330,247,3.4048583,0.040428598,2476.880891,0.0,0.247730386,20,17,11,269.0,9.0,188.0,55950.0,771.0,13489.0,282934.0,-13.7687714239,3.89129164622,2.05347322481,7.46199548796,-2.74576283307,-6.20847880839,-3.36640300758,5,5,7,-12.02995192,-77.0815776,8669276.063,273380.8033
2268,36556,194,3.207920792,0.04530331,1504.842825,0.0,0.275290993,7,4,19,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-7.79705785637,4.74930677992,3.84757271558,2.89770567032,-1.60826829195,-3.12827328692,-1.76573059585,5,5,7,-12.03002023,-77.07239645,8669276.063,274380.8033
2269,37734,217,3.322727273,0.053969251,0.0,0.0,0.306413674,20,7,25,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-9.02353223898,5.78232403938,1.48171469271,2.50719257472,-2.33005196456,2.75484418938,-5.23893560033,5,5,4,-12.03008824,-77.06321523,8669276.063,275380.8033
2270,34274,214,3.153153153,0.029274462,0.0,1855.811563,0.217181294,25,7,17,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-8.43506989697,4.0075830295,1.91852840396,5.73891351532,9.02022995447,2.06319236677,-4.40056936522,0,6,6,-12.03015595,-77.05403396,8669276.063,276380.8033
2271,28968,151,3.303797468,0.056534348,1581.819512,0.0,0.296083116,7,10,26,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-7.80743079697,3.71299511493,-0.504851332282,1.88978784925,-1.85605492991,-2.94996583054,-2.52244077623,5,5,7,-12.03022336,-77.04485264,8669276.063,277380.8033
2272,18692,136,3.144827586,0.049809434,0.0,0.0,0.273742736,24,14,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2388300322,9.04554606912,-5.22752970843,-0.141630628676,-1.37187701544,2.59486608822,-1.76683425835,4,0,4,-12.03029046,-77.03567126,8669276.063,278380.8033
2273,27092,109,2.859259259,0.053939991,0.0,0.0,0.304262986,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68594522363,6.34490404092,3.27734510243,-3.67173076602,0.609299217487,1.32935453269,1.53408385836,4,0,0,-12.03035727,-77.02648982,8669276.063,279380.8033
2274,8693,107,3.045454545,0.062098045,0.0,0.0,0.027596796,0,1,0,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,6.81479047938,1.2105923628,3.44113699778,-0.247623313943,-0.717128883103,0.889227189751,-0.243857139152,4,0,0,-12.03042377,-77.01730833,8669276.063,280380.8033
2275,26287,110,3.171171171,0.052035856,1515.513652,0.0,0.330870966,38,17,14,205.0,9.0,209.0,61835.0,891.0,10619.0,239246.0,-10.8021489037,0.604832858924,-3.08611276428,-0.0210512929629,-1.71203099676,-3.94352406727,-4.59986739351,2,5,5,-12.03048997,-77.00812679,8669276.063,281380.8033
2276,26923,202,3.210784314,0.051978764,0.0,569.8299105,0.363211465,35,11,11,205.0,9.0,209.0,61835.0,891.0,10619.0,239246.0,-10.2236083557,0.792097620971,0.291093702559,3.43883761921,1.11077483938,1.88193083803,-6.21442452848,2,3,5,-12.03055588,-76.99894519,8669276.063,282380.8033
2277,28202,116,3.211864407,0.053911468,0.0,2024.626749,0.194964627,2,1,2,9.0,0.0,5.0,4085.0,0.0,501.0,12226.0,2.98205028875,5.80248839484,2.59690172206,1.47849371015,12.0927178316,4.27094958771,1.98277880266,0,6,6,-12.03062147,-76.98976354,8669276.063,283380.8033
2280,9688,142,3.172413793,0.057939139,0.0,0.0,0.090374727,4,2,21,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,4.06423774421,4.21579644338,-0.304074758886,1.65623052566,-1.74969494581,1.70332769604,-2.04916452262,4,0,4,-12.03081646,-76.96221827,8669276.063,286380.8033
2281,10451,179,3.145945946,0.044288622,0.0,0.0,0.184099611,18,2,22,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,2.24352089159,5.91046843295,-1.41041150869,3.45818859376,-2.10222518957,1.96023585371,-2.501586296,4,0,4,-12.03088085,-76.9530364,8669276.063,287380.8033
2283,10233,189,3.173469388,0.049527154,0.0,0.0,0.234177629,17,3,13,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-5.06171284916,-2.6634913862,2.41753831393,4.96715176455,-2.56532598481,0.401070264494,-7.03535031901,2,3,5,-12.03100874,-76.93467252,8669276.063,289380.8033
2284,9666,176,3.221590909,0.051606396,3360.524293,0.0,0.295606343,28,19,55,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-11.0013522792,3.76620642179,-10.5656090418,5.38194622572,-3.43942128504,-11.7052905783,-6.60253269626,5,5,2,-12.03107222,-76.9254905,8669276.063,290380.8033
2287,5772,22,3.136363636,0.177705628,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,3.65066351905,-10.5166359417,1.69159372753,-10.2089661553,-0.359104295641,-0.741672382768,-3.84451611225,1,2,3,-12.03126088,-76.89794413,8669276.063,293380.8033
2288,7398,84,3.104651163,0.06570256,0.0,0.0,0.0,4,2,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,0.754879914561,-5.64004189775,4.45383646667,0.216422255518,-1.36088976021,-0.399075408088,-4.6993907011,2,3,5,-12.03132316,-76.88876191,8669276.063,294380.8033
2327,3267,101,3.094339623,0.062620084,0.0,0.0,0.073829812,0,0,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,6.10358413017,-0.810702666023,3.06881546073,0.779594420896,-0.904339457454,0.991643060052,-1.43600950611,4,0,0,-12.02049867,-77.13659202,8670276.063,267380.8033
