index,population,count_intersections,streets_per_node_avg,betweenness_centrality_avg,primary_length_total_ext,highway_length_total_ext,fraction_oneway_ext,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_BFA,N_Est_RW,N_Emp_Mfg,N_Emp_BFA,N_Emp_RW,N_Emp_Tot,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,kopt+0_Clusters,kopt+1_Clusters,kopt+2_Clusters,lat,lon,utm_n,utm_e
2328,3557,35,3.333333333,0.086041083,0.0,581.7012634,0.271391633,0,1,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,4.79644275848,-1.8536274457,-0.418719904492,-1.23297331392,3.1165424512,3.89100188926,-0.515319686542,1,2,0,-12.02056873,-77.1274115,8670276.063,268380.8033
2331,10162,239,3.320833333,0.043304194,2834.376634,0.0,0.213618229,8,7,4,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-0.740364573075,5.93624199695,0.706432138537,9.11035966856,-2.17076893204,-6.61986989608,2.35005913087,5,5,7,-12.02077713,-77.09986962,8670276.063,271380.8033
2332,23893,300,3.207236842,0.037199207,0.0,0.0,0.24221643,3,6,8,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-1.07079894741,7.59228393272,5.2297320245,7.76935401554,-2.11609231024,2.13494113299,-2.48885887067,4,0,4,-12.02084599,-77.09068888,8670276.063,272380.8033
2333,24176,280,3.206405694,0.039072747,0.0,0.0,0.166121903,10,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34434363984,10.7312770867,3.42999915559,6.27688774813,-2.04674489615,3.01498848656,0.104175194173,4,0,4,-12.02091455,-77.08150808,8670276.063,273380.8033
2334,22398,116,3.109243697,0.066433788,1449.643211,0.0,0.105180687,15,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06996819352,7.1664315232,0.368232465282,-1.30370397238,-0.513827111003,-2.64305998946,2.70858464976,4,0,0,-12.02098281,-77.07232723,8670276.063,274380.8033
2335,19175,111,3.086956522,0.074866852,0.0,194.892964,0.086863661,1,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15035523354,5.05520616029,1.54417603491,-2.33490711613,0.821306254106,1.94543516071,1.22401851445,4,0,0,-12.02105077,-77.06314632,8670276.063,275380.8033
2336,32361,122,3.212598425,0.069010874,1539.405764,0.0,0.26008215,19,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337389088039,9.96735358729,-1.8107488114,-2.06833985702,-0.409056413152,-1.72476725895,2.28532828856,5,5,7,-12.02111843,-77.05396536,8670276.063,276380.8033
2339,12111,117,2.748251748,0.066056708,0.0,0.0,0.139199798,7,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74872889217,3.65342680225,1.62696897325,-3.29279009559,-0.0653966658437,-0.559919936623,0.631745596107,1,2,0,-12.02131959,-77.02642213,8670276.063,279380.8033
2340,5537,52,2.6875,0.113983295,0.0,0.0,0.0,1,0,1,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,9.87140218475,-2.90540816068,2.39276696768,-8.39045782527,0.488191638058,-2.32289724104,-0.29799788769,1,2,3,-12.02138604,-77.01724095,8670276.063,280380.8033
2341,25382,195,3.196969697,0.047566727,1875.552927,0.0,0.247372245,8,4,9,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,-0.399766678672,7.96811133556,2.00884473217,3.68183861962,-1.08374269445,-3.61005818349,1.85243594719,5,5,7,-12.02145219,-77.00805971,8670276.063,281380.8033
2342,23697,122,3.262295082,0.058814298,191.3176146,0.0,0.235580773,11,11,22,78.0,0.0,49.0,31551.0,120.0,2053.0,57291.0,-1.39938480501,5.79151362606,-1.75017176006,-0.201337219994,-1.2260693209,1.66790022378,-3.7804399016,4,0,4,-12.02151804,-76.99887842,8670276.063,282380.8033
2343,20326,89,3.355555556,0.065385598,0.0,0.0,0.191709237,8,6,14,49.0,0.0,40.0,26247.0,120.0,1533.0,48200.0,1.28394698306,4.63354780395,-0.714467486788,-0.784072900543,-1.01923112106,3.52626033275,-2.04992229671,4,0,4,-12.02158359,-76.98969708,8670276.063,283380.8033
2344,10419,62,2.769230769,0.102437037,0.0,0.0,0.327267331,1,3,4,49.0,0.0,40.0,26247.0,120.0,1533.0,48200.0,6.11182045283,-1.1923722072,0.977390105032,-7.40353417982,0.767623997596,-0.486697625218,-0.355290348474,1,2,3,-12.02164884,-76.98051568,8670276.063,284380.8033
2345,7698,115,2.858208955,0.061013711,0.0,0.0,0.354438192,9,8,11,49.0,0.0,40.0,26247.0,120.0,1533.0,48200.0,3.54479415549,1.84601711914,-0.983520403042,-1.67506740029,-0.410652617975,0.178878086247,-1.79451831773,4,0,0,-12.02171378,-76.97133423,8670276.063,285380.8033
2346,13152,118,3.104,0.061063205,0.0,35.32695275,0.247477957,0,4,3,49.0,0.0,40.0,26247.0,120.0,1533.0,48200.0,3.89026488088,2.34571344361,2.24785955085,-0.0436563733376,-0.32387785145,2.02102249163,-0.511703484666,4,0,0,-12.02177843,-76.96215272,8670276.063,286380.8033
2347,13562,42,3.071428571,0.133130081,0.0,0.0,0.32705401,7,5,4,307.0,10.0,185.0,90399.0,1106.0,24683.0,218079.0,-5.09739407388,-11.3880090316,2.2873808937,-7.27460594133,-0.374067162257,-1.04204607804,-7.71906908503,2,3,5,-12.02184277,-76.95297117,8670276.063,287380.8033
2349,5714,32,3.03125,0.118682796,0.0,0.0,0.091680324,0,0,0,595.0,16.0,273.0,123875.0,1870.0,43022.0,317867.0,-9.22647318901,-21.4234681578,8.0425112611,-3.9946715962,-1.17236580706,-4.6636279694,-14.3298709175,2,3,5,-12.02197055,-76.9346079,8670276.063,289380.8033
2350,3219,59,2.869565217,0.085579138,0.0,0.0,0.033508562,4,5,0,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,1.55666898792,-8.54624864069,3.48649117094,-3.37607496094,-0.773596404779,-2.51305783449,-5.32563475602,2,3,5,-12.02203399,-76.92542618,8670276.063,290380.8033
2351,1929,51,3.018518519,0.097027361,1537.623182,0.0,0.02040387,5,6,12,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,-0.33255689714,-7.28403787412,-0.191914876519,-2.66763285362,-1.22619909843,-7.07241883519,-4.24533757971,2,3,5,-12.02209713,-76.91624442,8670276.063,291380.8033
2352,5374,110,2.923728814,0.091548777,1769.441595,0.0,0.0,3,3,8,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,-0.360991439057,-6.37415748986,2.79485438505,-0.94172073361,-1.27559449056,-8.57822892155,-3.40832528443,2,3,5,-12.02215996,-76.9070626,8670276.063,292380.8033
2353,11562,96,3.009708738,0.061802497,691.8350763,469.6478483,0.0,7,6,7,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-1.26328878368,-4.27233680989,2.83491249999,0.483070430945,1.49782829254,-3.61253296497,-4.59854001585,2,3,5,-12.0222225,-76.89788073,8670276.063,293380.8033
2354,12221,124,2.734693878,0.058987336,0.0,0.0,0.0,3,7,10,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-0.130164189437,-4.47087223474,4.70687640047,-1.24171063146,-1.09226087601,-3.77955098811,-6.28861589953,2,3,5,-12.02228473,-76.88869881,8670276.063,294380.8033
2355,6471,60,2.898550725,0.08577318,0.0,0.0,0.0,1,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,2.4663252349,-7.66939295909,4.97172166747,-3.45824772558,-0.638212718798,-2.09325640613,-4.5157256908,2,3,5,-12.02234666,-76.87951685,8670276.063,295380.8033
2356,1670,65,2.863013699,0.073493472,0.0,0.0,0.0,0,0,1,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,2.97438673251,-7.98898422561,4.79233618065,-1.99982692661,-0.844364207928,-2.38272810912,-4.7172782595,2,3,5,-12.0224083,-76.87033483,8670276.063,296380.8033
2396,6015,45,3.195652174,0.086034256,1394.619759,1558.193675,0.531776497,0,8,1,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,1.55752281872,-1.08372872372,-3.34593965131,-0.602563338644,9.7323362884,-0.720831083263,2.15495702654,0,6,6,-12.01167075,-77.10897992,8671276.063,270380.8033
2397,11892,150,2.969879518,0.051248898,0.0,0.0,0.391565211,9,1,5,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,2.29880555151,2.1645051242,2.28042638273,1.05157947056,-0.541980285074,1.26959020499,-1.71712469708,4,0,4,-12.01173986,-77.09979954,8671276.063,271380.8033
2398,16019,245,3.238866397,0.050753996,2607.245129,0.0,0.28477022,23,11,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-2.79838399399,7.27264789761,-1.41889790181,6.93410159116,-2.04556566157,-6.31170256666,1.20956869159,5,5,7,-12.01180867,-77.09061911,8671276.063,272380.8033
2399,16062,292,3.295918367,0.04098851,4037.501948,0.0,0.136481612,14,4,8,155.0,2.0,45.0,25533.0,125.0,4961.0,106104.0,-3.64610120154,7.17931562098,1.82025511706,11.1182899709,-2.63557970486,-11.6289724027,2.65335661526,5,5,7,-12.01187718,-77.08143861,8671276.063,273380.8033
2400,15452,218,3.227272727,0.049368385,1725.649116,0.0,0.27250132,19,6,7,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,0.732419048028,8.14159484556,-0.857724528594,5.34794782604,-1.74263243374,-2.49453292109,2.43061561446,5,5,7,-12.01194538,-77.07225807,8671276.063,274380.8033
2401,8440,74,3.106666667,0.086034802,3033.678505,1159.417329,0.33709573,7,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54752224682,4.17806650647,-5.61023971703,-0.722619363849,7.01641386413,-7.06590899683,6.3833754168,5,5,7,-12.01201329,-77.06307746,8671276.063,275380.8033
2402,15248,172,3.201149425,0.06318266,3701.503747,0.0,0.243961284,20,4,10,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,1.07374167855,8.55188348856,-3.04670574975,3.44252908967,-1.23470430002,-9.27012026643,6.08898364529,5,5,7,-12.0120809,-77.05389681,8671276.063,276380.8033
2403,7799,33,2.577777778,0.110007047,0.0,0.0,0.0,0,0,0,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,11.6350746132,-1.55921677198,2.36508167658,-10.0231265998,0.992043786496,-2.45282346148,1.56724905404,1,2,3,-12.0121482,-77.04471609,8671276.063,277380.8033
2404,7113,79,2.941860465,0.083649274,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0783802985,1.48599893196,2.17820282999,-3.71580218727,-0.171855015693,0.534511907127,1.62855559702,1,2,0,-12.0122152,-77.03553533,8671276.063,278380.8033
2405,5630,86,2.672727273,0.089641059,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8669219526,0.573869478565,2.05517329974,-5.74429161251,0.194192294957,-1.77735011659,1.15870467458,1,2,3,-12.0122819,-77.0263545,8671276.063,279380.8033
2406,7338,77,3.011904762,0.086674223,0.0,0.0,0.0,0,0,1,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,7.92281156587,-0.36200765799,2.60628064725,-3.2776548991,-0.399633898299,0.390708150407,-0.255044210556,1,2,0,-12.0123483,-77.01717363,8671276.063,280380.8033
2407,25382,176,3.167597765,0.047827017,0.0,0.0,0.169704069,17,3,6,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,1.16815213305,6.79003206669,2.68432396518,1.71141102232,-1.16492957241,2.41629970313,-1.21440453197,4,0,4,-12.0124144,-77.00799269,8671276.063,281380.8033
2408,22561,164,3.147928994,0.051203805,407.7481323,0.0,0.385583272,24,6,6,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,-0.253136986012,6.80406386834,-0.286721086149,1.11838127383,-0.869547498293,1.73755560945,-0.364325262564,4,0,4,-12.0124802,-76.99881171,8671276.063,282380.8033
2409,16925,86,2.916666667,0.072593552,0.0,0.0,0.162711185,1,3,3,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,5.35395357623,1.77083275894,2.91967283904,-3.88863028,0.150827941932,0.350140841877,-0.323094945289,1,2,0,-12.0125457,-76.98963067,8671276.063,283380.8033
2410,14704,102,3.317307692,0.064131851,0.0,0.0,0.241488022,2,2,5,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,3.53237632889,3.46990956519,1.21529316955,0.358073614422,-0.797994680378,3.8403623646,-0.227166246594,4,0,4,-12.0126109,-76.98044958,8671276.063,284380.8033
2411,8576,34,3.194444444,0.13557423,0.0,0.0,0.01535359,0,0,0,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,8.27052557542,-1.85200941089,0.59223779815,-7.47717125909,-0.0852346296005,1.71772539658,0.306779518253,1,2,3,-12.01267579,-76.97126843,8671276.063,285380.8033
2412,13678,65,3.318181818,0.078995484,0.0,0.0,0.375929036,0,0,1,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,4.08580610817,1.98302512901,0.879591570517,-1.95842970602,-0.107438715032,4.55356186455,0.820682947143,4,0,0,-12.01274039,-76.96208723,8671276.063,286380.8033
2414,6368,21,3.291666667,0.121376812,0.0,0.0,0.24675344,5,0,1,8.0,0.0,2.0,8446.0,0.0,1005.0,20305.0,7.84348411847,0.205209258887,-2.08538514448,-6.32477265689,0.0241235229156,4.03191691179,1.81153885665,1,2,0,-12.01286867,-76.94372468,8671276.063,288380.8033
2415,4241,16,2.636363636,0.132683983,0.0,0.0,0.0,11,2,1,8.0,0.0,2.0,8446.0,0.0,1005.0,20305.0,11.3208831678,-2.61645882413,-0.580904895963,-11.7229617794,0.813737940164,-2.32063288142,0.663433019867,1,2,3,-12.01293236,-76.93454332,8671276.063,289380.8033
2418,2837,20,3.0,0.150501253,575.3254934,211.3510275,0.0,0,2,3,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,2.60982550546,-10.8557310199,1.40790894282,-8.18918770033,0.8682221116,-3.89490825853,-4.10349415298,1,3,3,-12.01312163,-76.90699895,8671276.063,292380.8033
2419,3955,37,2.928571429,0.083405923,272.145696,1286.210083,0.109159156,10,7,8,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,-0.746895951226,-8.25668060399,-0.232671331577,-2.32787908686,6.9514316642,-2.41120619627,-5.52353195652,2,3,5,-12.01318412,-76.89781739,8671276.063,293380.8033
2420,3900,28,3.0,0.087615869,0.0,1324.346791,0.223784647,16,9,11,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,-1.99995891529,-7.82746558291,-2.51786666941,-2.82667597478,7.12517234487,-0.533183090176,-6.21822335422,2,3,5,-12.0132463,-76.88863577,8671276.063,294380.8033
2421,3144,66,2.883116883,0.088703577,0.0,1253.779479,0.0,3,2,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,2.15167703371,-8.72782470944,3.26535455566,-1.83594065668,6.80628566495,-1.89702048508,-4.33678813193,2,3,5,-12.01330818,-76.87945411,8671276.063,295380.8033
2422,2843,66,2.931506849,0.086599889,0.0,1076.843244,0.01600717,0,4,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,1.94897262478,-8.436980321,3.10146401548,-1.50270164083,5.66485821547,-1.55987142098,-4.31201331274,2,3,5,-12.01336977,-76.8702724,8671276.063,296380.8033
2424,1457,97,2.87962963,0.057838124,0.0,0.0,0.0,7,0,8,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,1.59859997972,-6.28369118651,3.7307550794,0.304468219254,-1.47863276851,-2.39232713316,-5.87506976887,2,3,5,-12.01349203,-76.85190882,8671276.063,298380.8033
2461,6119,110,3.090909091,0.067850198,0.0,3900.027208,0.054251274,4,4,1,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,3.57860622499,-2.22970666663,-0.144869101552,4.62018568448,22.6801889743,2.04361139882,-0.807267362797,0,6,6,-12.00256417,-77.11808961,8672276.063,269380.8033
2463,13422,168,3.156976744,0.062598299,0.0,0.0,0.269271595,7,5,12,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,1.3833256715,3.37056971678,0.827979525584,1.88958531964,-1.31753172276,1.80768318726,-2.78010059738,4,0,4,-12.00270259,-77.09972952,8672276.063,271380.8033
2464,16688,171,3.131428571,0.052945889,0.0,0.0,0.068112804,3,0,3,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,3.16571537415,2.95982009986,5.06227025891,2.60429703429,-1.23143230974,1.21273918449,-1.93914388277,4,0,4,-12.00277134,-77.09054939,8672276.063,272380.8033
2465,16062,190,3.190721649,0.043091648,2299.252862,0.0,0.214638043,15,2,6,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,1.49890257632,7.63296135327,0.418361688713,5.03670118379,-1.39760382008,-4.76701980418,3.58378450706,5,5,7,-12.0028398,-77.0813692,8672276.063,273380.8033
2466,16145,108,3.196581197,0.083505042,1927.573783,0.0,0.2445572,10,11,13,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,1.75408983224,5.67061231662,-3.67880352417,-1.42026877528,-0.725071681318,-3.88703888999,2.36736505276,5,5,7,-12.00290795,-77.07218896,8672276.063,274380.8033
2467,10525,170,3.127906977,0.057879337,1712.372344,354.1940478,0.245710556,19,9,13,45.0,3.0,35.0,7997.0,245.0,696.0,25071.0,1.14944264959,5.9693391504,-3.38749847264,3.17797775539,0.569733332311,-3.51356555796,1.57791949122,5,5,7,-12.00297581,-77.06300867,8672276.063,275380.8033
2468,18011,224,3.177777778,0.060845879,2725.363608,0.0,0.149334381,12,12,28,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,-0.111820817608,10.5108835924,-4.16761690179,4.23180360572,-2.11902389314,-7.41430814777,2.05117191518,5,5,7,-12.00304336,-77.05382831,8672276.063,276380.8033
2469,13395,85,3.101123596,0.076390112,0.0,0.0,0.063891845,0,0,0,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,7.81395823735,2.91351027418,2.53542795939,-2.5673921528,-0.305640911899,2.13425133631,1.79424403129,1,2,0,-12.00311061,-77.0446479,8672276.063,277380.8033
2472,15644,143,3.012903226,0.054843638,0.0,0.0,0.055682057,2,0,3,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,5.25656102765,3.14563188459,4.50572457558,0.472719350213,-0.773645551136,0.722957356378,-0.617146302039,4,0,0,-12.00331056,-77.01710635,8672276.063,280380.8033
2473,25381,152,3.190789474,0.052108749,1147.943186,0.0,0.243657181,52,16,27,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,-4.31583268067,10.0862208319,-8.0215419847,0.197740030983,-1.9505686636,-1.72730363824,-3.18667877941,5,5,7,-12.00337661,-77.00792573,8672276.063,281380.8033
2474,22562,182,3.122994652,0.051028569,0.0,0.0,0.24679736,13,0,14,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,1.30960820887,6.50848409804,2.09051355963,1.66677295398,-1.17907396692,2.13613402577,-1.7727667956,4,0,4,-12.00344236,-76.99874505,8672276.063,282380.8033
2475,14273,129,2.897260274,0.056375964,0.0,0.0,0.038602985,0,0,1,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,6.29294826964,2.08554206064,5.05984420446,-0.729220610755,-0.429922167092,-0.210191691572,-0.403374343749,4,0,0,-12.0035078,-76.98956432,8672276.063,283380.8033
2479,3107,19,2.791666667,0.136198946,0.0,0.0,0.0,0,0,0,48.0,0.0,37.0,30608.0,120.0,2037.0,56279.0,9.95995370892,-4.93097213114,1.34886008217,-10.1440902421,0.563223414407,-1.76681163055,-0.534131422626,1,2,3,-12.00376658,-76.95284085,8672276.063,287380.8033
2482,2372,60,3.081967213,0.109947208,0.0,0.0,0.0,0,0,0,8.0,0.0,2.0,8446.0,0.0,1005.0,20305.0,10.2006771384,-0.563080886609,0.573520136284,-4.79259023634,-0.374673593264,1.27407382708,1.25350597625,1,2,0,-12.00395751,-76.9252977,8672276.063,290380.8033
2483,2010,40,3.023255814,0.132944386,0.0,0.0,0.0,1,3,0,8.0,0.0,2.0,8446.0,0.0,1005.0,20305.0,10.6389557007,-1.66156059896,-0.747894438185,-7.74912122924,-0.0483926289038,0.626767688938,1.22166300685,1,2,3,-12.00402055,-76.91611655,8672276.063,291380.8033
2488,1176,51,3.254901961,0.103193277,0.0,0.0,0.064975683,3,0,2,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,1.12798661454,-8.393054948,2.15393817777,-1.99573226372,-1.3747019629,0.623574146705,-4.97941630605,2,3,5,-12.00433123,-76.87021002,8672276.063,296380.8033
2491,1396,102,3.046296296,0.062829405,0.0,1026.504814,0.009671834,5,6,2,239.0,8.0,117.0,53510.0,935.0,20723.0,144791.0,-0.093398452473,-7.22024713085,2.6619443065,2.5127475652,4.48973541453,-0.907252857787,-5.49962176361,2,3,5,-12.00451403,-76.84266549,8672276.063,299380.8033
2492,1117,131,3.190839695,0.063003273,0.0,0.0,0.114834588,1,2,1,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,0.433303599479,-5.35940514895,3.79908415398,3.3979100589,-1.9212258318,0.58699425064,-4.50760508421,2,3,5,-12.00457436,-76.83348388,8672276.063,300380.8033
2527,6209,152,3.155844156,0.051877689,1219.824812,0.0,0.040692732,0,0,1,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,4.30814438197,1.50148837813,3.55760523202,4.19974299164,-1.37975672981,-2.85539238391,0.250129267955,4,0,4,-11.993527,-77.11801903,8673276.063,269380.8033
2528,17451,237,3.253164557,0.042855534,346.1240915,2450.608962,0.215070912,10,12,6,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-1.72647026558,4.79633632237,0.119378538889,8.97428130345,12.8301722559,2.02278587452,-1.45577920987,0,6,6,-11.99359631,-77.10883932,8673276.063,270380.8033
2529,22675,257,3.189922481,0.037936329,0.0,0.0,0.25855319,9,5,4,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-0.570012332519,6.58054886097,4.55199145816,6.17674968452,-1.73912616918,2.3294901023,-2.08584907684,4,0,4,-11.99366531,-77.09965955,8673276.063,271380.8033
2530,28258,214,3.049327354,0.057717854,0.0,0.0,0.278225191,10,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33039377772,8.61279908836,4.28763284041,0.953156613337,-0.559519053318,2.63141085979,1.70870288746,4,0,4,-11.99373401,-77.09047973,8673276.063,272380.8033
2531,27979,219,3.209090909,0.055512204,2733.934872,0.0,0.313919784,27,10,11,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,-2.70166873386,10.9071711559,-2.22993738545,3.56120007068,-1.37445898971,-6.00401282072,3.3640990885,5,5,7,-11.99380241,-77.08129985,8673276.063,273380.8033
2532,27831,148,3.163398693,0.055587734,0.0,0.0,0.29682918,82,22,49,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,-6.98253422604,13.3452312522,-15.3944874979,-2.34864777335,-2.74420858106,1.87157130987,-7.63958748421,6,5,2,-11.99387052,-77.07211991,8673276.063,274380.8033
2533,14291,125,3.136,0.077081563,0.0,2094.76247,0.507193987,111,45,39,45.0,3.0,35.0,7997.0,245.0,696.0,25071.0,-10.0397987982,10.475203225,-26.1031395946,-1.98143174244,9.69693963412,2.9191875408,-7.14807754963,6,7,2,-11.99393832,-77.06293992,8673276.063,275380.8033
2534,24216,141,3.225165563,0.048481266,2010.791545,0.0,0.08227276,10,7,14,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,1.58306245221,9.07511190341,-0.622206917369,1.81767362495,-1.14782024026,-4.03241775293,2.74539585752,5,5,7,-11.99400582,-77.05375987,8673276.063,276380.8033
2535,16578,72,3.0,0.08614781,0.0,0.0,0.0,1,0,1,3.0,1.0,9.0,2826.0,120.0,138.0,10855.0,8.19622342507,2.56186681143,2.88829597066,-4.86438747631,0.0100170577604,1.02507371067,1.52057145824,1,2,0,-11.99407302,-77.04457977,8673276.063,277380.8033
2538,17225,178,3.068062827,0.049316135,0.0,0.0,0.192246343,4,5,3,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,3.21439057541,4.74809701295,3.36399337241,2.11076222611,-0.987452856524,1.60234754143,-0.566482007458,4,0,4,-11.99427281,-77.01703914,8673276.063,280380.8033
2539,18977,219,3.273972603,0.044289033,1287.488522,0.0,0.31096689,10,2,21,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,-0.706020995118,8.31012677515,-0.126913769677,5.58399964222,-1.88195584788,-1.1202805672,-0.386014209998,5,5,7,-11.99433881,-77.00785882,8673276.063,281380.8033
2540,18292,166,2.893048128,0.054418175,0.0,0.0,0.199141148,0,2,5,40.0,0.0,35.0,22162.0,120.0,1032.0,35974.0,4.19480217638,3.81422859473,4.52144015684,0.0212694010198,-0.43518829341,0.231893382029,-0.599416940443,4,0,4,-11.99440451,-76.99867844,8673276.063,282380.8033
2549,1510,21,3.090909091,0.22034632,0.0,0.0,0.0,0,0,0,8.0,0.0,2.0,8446.0,0.0,1005.0,20305.0,12.4599253693,-4.74291068879,-2.50974828265,-14.6349064281,0.430555616394,0.691263507101,1.86720290089,1,2,3,-11.99498225,-76.91605269,8673276.063,291380.8033
2592,1595,25,3.115384615,0.185,0.0,1598.066567,0.43180324,0,4,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,6.05366928473,-6.37069581655,-4.09732485469,-9.64842733346,10.4438745387,2.45378952488,0.423734093136,1,2,3,-11.98442028,-77.12712786,8674276.063,268380.8033
2593,6612,127,3.31496063,0.051813523,147.6038545,0.0,0.108568214,0,0,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,4.26011517834,1.24600645158,3.14167530157,3.76363849942,-1.41087607795,2.43366362787,-1.06761308536,4,0,4,-11.98448983,-77.11794851,8674276.063,269380.8033
2594,12593,204,3.307692308,0.043280167,0.0,0.0,0.185896224,1,0,0,339.0,0.0,57.0,61086.0,0.0,13209.0,275664.0,-3.7324877402,-3.01177803887,7.62037989524,7.42758093606,-2.02297108297,0.897591267287,-7.59177814267,2,3,5,-11.98455908,-77.10876911,8674276.063,270380.8033
2595,13773,223,3.172566372,0.045428607,0.0,2159.352851,0.185948648,9,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45311112057,6.61171521114,0.134077511507,7.20461900557,11.3931853213,3.62267615069,1.34678293661,0,6,6,-11.98462802,-77.09958964,8674276.063,271380.8033
2596,19859,217,3.216589862,0.047832494,0.0,0.0,0.21072859,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.50400306729,7.96401285047,4.16452157877,4.19163107823,-1.2572226844,3.60772096234,1.70167211416,4,0,4,-11.98469667,-77.09041013,8674276.063,272380.8033
2597,22656,254,3.143968872,0.038245785,1791.781449,0.0,0.213554538,21,2,6,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,0.206725763856,9.61058242035,1.94976020853,6.19360677994,-1.72253641125,-3.43317064638,2.49215151434,5,5,7,-11.98476502,-77.08123055,8674276.063,273380.8033
2598,19059,195,3.156862745,0.04156386,0.0,0.0,0.282726714,39,3,15,42.0,2.0,26.0,5171.0,125.0,558.0,14216.0,0.183539529936,8.65566836281,-2.26877293251,2.90605924247,-1.87121410325,2.93947015022,-1.79534624525,4,0,4,-11.98483307,-77.07205092,8674276.063,274380.8033
2599,9120,148,3.064935065,0.043880311,272.2886021,1640.301529,0.319213222,36,13,31,45.0,3.0,35.0,7997.0,245.0,696.0,25071.0,-1.06987401722,6.31695703559,-8.87628115029,3.25558163934,7.87712653518,1.20156669122,-3.10164304967,0,6,6,-11.98490082,-77.06287123,8674276.063,275380.8033
