,index,population,count_intersections,streets_per_node_avg,betweenness_centrality_avg,primary_length_total_ext,highway_length_total_ext,fraction_oneway_ext,N_BFA,N_OtherServices,N_Retail,N_Est_Mfg,N_Est_BFA,N_Est_RW,N_Emp_Mfg,N_Emp_BFA,N_Emp_RW,N_Emp_Tot,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,kopt+0_Clusters,kopt+1_Clusters,kopt+2_Clusters,lat,lon,utm_n,utm_e,geometry,nanostore_count,grid_geometry
282,2075,27214,89,3.522222222,0.081955794,1774.4940989999998,0.0,0.910143178,16,36,75,389.0,24.0,471.0,88391.0,2266.0,32758.0,467990.0,-28.9034738361,-4.70363323498,-14.287970312,-0.620855916832,-3.6960700734300005,-3.6591525833199996,-13.3143828509,6,4,2,-12.05747027,-77.02669321,8666276.063,279380.8033,POINT (-77.02669321 -12.05747027),0.0,"POLYGON ((278880.5897950694 -1334223.934106974, 279880.5897950694 -1334223.934106974, 279880.5897950694 -1333223.934106974, 278880.5897950694 -1333223.934106974, 278880.5897950694 -1334223.934106974))"
283,2076,26848,106,3.594339623,0.067610063,973.262289,637.1183376,0.7993828209999999,13,14,36,233.0,15.0,302.0,52803.0,1495.0,23672.0,276944.0,-16.5874116431,-0.7921932401549999,-6.03715128498,2.0612332208,1.57693510162,2.6061521219299997,-5.41705976654,2,4,2,-12.05753693,-77.0175108,8666276.063,280380.8033,POINT (-77.0175108 -12.05753693),8.0,"POLYGON ((279880.592772234 -1334223.934417259, 280880.592772234 -1334223.934417259, 280880.592772234 -1333223.934417259, 279880.592772234 -1333223.934417259, 279880.592772234 -1334223.934417259))"
284,2077,32943,184,3.121052632,0.048581857,1882.5395859999999,0.0,0.268248608,3,4,15,242.0,15.0,307.0,56888.0,1495.0,24173.0,289170.0,-11.779912849,-2.01457251814,5.994395966,3.0931305463,-1.9562296154900003,-6.00710839347,-3.03047576324,2,3,5,-12.05760328,-77.00832833,8666276.063,281380.8033,POINT (-77.00832833 -12.05760328),348.0,"POLYGON ((280880.5963504685 -1334223.933861193, 281880.5963504685 -1334223.933861193, 281880.5963504685 -1333223.933861193, 280880.5963504685 -1333223.933861193, 280880.5963504685 -1334223.933861193))"
285,2078,12166,95,2.990740741,0.091723976,0.0,0.0,0.10530943,1,0,3,479.0,24.0,444.0,107062.0,2442.0,45126.0,428742.0,-12.5777838825,-19.4957389137,9.29177074888,-1.13694412293,-2.29818083058,-3.5807209732599996,-11.095046715799999,2,3,5,-12.05766934,-76.99914582,8666276.063,282380.8033,POINT (-76.99914582 -12.05766934),461.0,"POLYGON ((281880.5983949801 -1334223.934668268, 282880.5983949801 -1334223.934668268, 282880.5983949801 -1333223.934668268, 281880.5983949801 -1333223.934668268, 281880.5983949801 -1334223.934668268))"
286,2079,11636,40,3.625,0.09510796199999999,0.0,0.0,0.18165093,0,0,8,246.0,9.0,142.0,54259.0,947.0,21454.0,151798.0,-2.9150324744700002,-5.697745894419999,1.45197038533,-0.447601863876,-1.6666682912200002,3.9659628256099997,-5.20309878255,2,3,5,-12.05773509,-76.98996325,8666276.063,283380.8033,POINT (-76.98996325 -12.05773509),217.0,"POLYGON ((282880.6010944498 -1334223.934610431, 283880.6010944498 -1334223.934610431, 283880.6010944498 -1333223.934610431, 282880.6010944498 -1333223.934610431, 282880.6010944498 -1334223.934610431))"
287,2080,11103,23,3.25,0.16254940699999998,0.0,0.0,0.0,3,6,3,246.0,9.0,142.0,54259.0,947.0,21454.0,151798.0,0.20794426730300003,-9.46948301398,0.835328352526,-8.8899362312,-0.77228085227,-0.17869079070399999,-5.19538410846,2,3,5,-12.05780054,-76.98078062,8666276.063,284380.8033,POINT (-76.98078062 -12.05780054),235.0,"POLYGON ((283880.6044838821 -1334223.934794879, 284880.6044838821 -1334223.934794879, 284880.6044838821 -1333223.934794879, 283880.6044838821 -1333223.934794879, 283880.6044838821 -1334223.934794879))"
288,2081,19524,82,3.0232558139999997,0.042990685,3652.3673719999997,2984.892662,0.40020269799999997,3,12,7,259.0,10.0,148.0,59791.0,986.0,22646.0,161800.0,-9.51889317575,-4.17224340385,-0.614781590312,5.00262572098,17.6917892607,-11.4154308875,0.5052191948520001,0,6,6,-12.05786568,-76.97159794,8666276.063,285380.8033,POINT (-76.97159794 -12.05786568),114.0,"POLYGON ((284880.6074932645 -1334223.934123841, 285880.6074932645 -1334223.934123841, 285880.6074932645 -1333223.934123841, 284880.6074932645 -1333223.934123841, 284880.6074932645 -1334223.934123841))"
289,2082,18540,103,3.201923077,0.066106913,501.27230319999995,0.0,0.543255201,32,20,17,273.0,16.0,196.0,66801.0,2091.0,28598.0,225731.0,-12.6863620144,-3.8853504340800007,-4.51739560985,-0.470783635028,-2.01292915787,-0.168761890286,-7.0435325087,2,3,5,-12.05793053,-76.96241521,8666276.063,286380.8033,POINT (-76.96241521 -12.05793053),276.0,"POLYGON ((285880.6101654592 -1334223.934810773, 286880.6101654592 -1334223.934810773, 286880.6101654592 -1333223.934810773, 285880.6101654592 -1333223.934810773, 285880.6101654592 -1334223.934810773))"
290,2083,11193,104,3.093457944,0.06780949,0.0,0.0,0.309663221,8,5,9,254.0,14.0,168.0,56159.0,2040.0,26171.0,200643.0,-5.1951497519,-6.490542140730001,2.31859989193,0.046875950197,-1.62826346882,0.379368880798,-5.494382281189999,2,3,5,-12.05799507,-76.95323243,8666276.063,287380.8033,POINT (-76.95323243 -12.05799507),175.0,"POLYGON ((286880.6125115069 -1334223.934643583, 287880.6125115069 -1334223.934643583, 287880.6125115069 -1333223.934643583, 286880.6125115069 -1333223.934643583, 286880.6125115069 -1334223.934643583))"
291,2084,10171,144,3.179310345,0.063682917,0.0,0.0,0.316802566,13,0,9,508.0,28.0,336.0,112318.0,4080.0,52342.0,401286.0,-16.198343853,-17.0159892573,6.73552878365,4.15137756464,-3.3252146550200004,-1.2291486173000001,-11.8399006248,2,3,5,-12.05805931,-76.94404959,8666276.063,288380.8033,POINT (-76.94404959000001 -12.05805931),192.0,"POLYGON ((287880.6156552099 -1334223.934721608, 288880.6156552099 -1334223.934721608, 288880.6156552099 -1333223.934721608, 287880.6156552099 -1333223.934721608, 287880.6156552099 -1334223.934721608))"
292,2085,5318,26,3.035714286,0.09350834400000001,0.0,0.0,0.0,1,0,0,254.0,14.0,168.0,56159.0,2040.0,26171.0,200643.0,-0.16912278243700002,-10.9472554255,4.42114930314,-3.8874960235800002,-1.12006969213,-1.0854045437,-4.6091595960100005,2,3,5,-12.05812325,-76.93486671,8666276.063,289380.8033,POINT (-76.93486670999999 -12.05812325),37.0,"POLYGON ((288880.6174456119 -1334223.935061004, 289880.6174456119 -1334223.935061004, 289880.6174456119 -1333223.935061004, 288880.6174456119 -1333223.935061004, 288880.6174456119 -1334223.935061004))"
293,2129,14021,202,3.138095238,0.045069404,708.5976526000001,0.0,0.296118901,0,8,3,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,0.9393263299299999,4.15778458683,2.7974345537299996,4.7884850945999995,-1.24570375125,-0.431151278201,-0.545505563454,4,0,4,-12.04760978,-77.13680627,8667276.063,267380.8033,POINT (-77.13680626999999 -12.04760978),0.0,"POLYGON ((266880.5532776783 -1333223.933167481, 267880.5532776783 -1333223.933167481, 267880.5532776783 -1332223.933167481, 266880.5532776783 -1332223.933167481, 266880.5532776783 -1333223.933167481))"
294,2130,20556,90,3.129032258,0.077314808,29.8030516,1797.8662920000002,0.224472733,2,2,1,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,2.1114558114400004,0.555441315422,2.22089191293,-0.6942336861339999,10.876660829,2.41008411733,-0.6014181297010001,0,6,6,-12.04768001,-77.12762484,8667276.063,268380.8033,POINT (-77.12762484 -12.04768001),0.0,"POLYGON ((267880.5561602544 -1333223.933296345, 268880.5561602544 -1333223.933296345, 268880.5561602544 -1332223.933296345, 267880.5561602544 -1332223.933296345, 267880.5561602544 -1333223.933296345))"
295,2132,20531,170,3.094972067,0.05985523,0.0,0.0,0.253792952,17,26,19,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-2.4258717148,6.1440213876600005,-4.0926933816,0.215153094242,-1.5382682848500002,0.6431098615559999,-4.73581813605,5,5,7,-12.04781956,-77.1092618,8667276.063,270380.8033,POINT (-77.1092618 -12.04781956),0.0,"POLYGON ((269880.5628048367 -1333223.933063653, 270880.5628048367 -1333223.933063653, 270880.5628048367 -1332223.933063653, 269880.5628048367 -1332223.933063653, 269880.5628048367 -1333223.933063653))"
296,2133,15242,181,3.094736842,0.049525112999999996,391.5367512,918.9869011,0.158663181,9,15,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,0.21170931704,3.8516938140800003,-0.0354310579704,3.8749008899599997,4.1049091549400005,-0.192875978155,-2.11692679348,4,0,4,-12.04788889,-77.10008020000001,8667276.063,271380.8033,POINT (-77.10008020000001 -12.04788889),1.0,"POLYGON ((270880.5655401025 -1333223.9338185, 271880.5655401025 -1333223.9338185, 271880.5655401025 -1332223.9338185, 270880.5655401025 -1332223.9338185, 270880.5655401025 -1333223.9338185))"
297,2134,18612,62,3.1641791039999996,0.078568695,986.3382853,0.0,0.540836281,9,9,7,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,-0.426816530707,2.5932410906,-2.21144036509,-3.37593426155,0.30759323048500004,-0.099471397489,0.07633918895189999,4,0,0,-12.04795791,-77.09089854,8667276.063,272380.8033,POINT (-77.09089854 -12.04795791),0.0,"POLYGON ((271880.5686346464 -1333223.933674281, 272880.5686346464 -1333223.933674281, 272880.5686346464 -1332223.933674281, 271880.5686346464 -1332223.933674281, 271880.5686346464 -1333223.933674281))"
298,2135,24834,109,3.070175439,0.056207305,2104.724191,0.0,0.33904451399999996,6,3,7,425.0,18.0,357.0,91538.0,1542.0,22575.0,473980.0,-14.949839926,-10.361817821699999,6.7746313661599995,1.46252351229,-1.5186613098100001,-8.1559818394,-6.12635598632,2,3,5,-12.04802663,-77.08171682,8667276.063,273380.8033,POINT (-77.08171682 -12.04802663),0.0,"POLYGON ((272880.5721238634 -1333223.933738264, 273880.5721238634 -1333223.933738264, 273880.5721238634 -1332223.933738264, 272880.5721238634 -1332223.933738264, 272880.5721238634 -1333223.933738264))"
299,2136,24373,105,3.155963303,0.079474978,1931.2539739999997,0.0,0.42895553299999994,7,8,3,269.0,9.0,188.0,55950.0,771.0,13489.0,282934.0,-8.19521606504,-3.45559317816,2.56343689414,-1.0149674346,-0.597142496667,-5.20822339395,-1.9442699838900004,2,3,5,-12.04809505,-77.07253505,8667276.063,274380.8033,POINT (-77.07253505 -12.04809505),2.0,"POLYGON ((273880.5749455987 -1333223.934019465, 274880.5749455987 -1333223.934019465, 274880.5749455987 -1332223.934019465, 273880.5749455987 -1332223.934019465, 273880.5749455987 -1333223.934019465))"
300,2137,24623,134,3.211678832,0.059148339,1738.986743,0.0,0.33416497100000003,3,19,6,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-6.3753317888400005,1.61323406128,0.20407276416900003,1.1232213235700002,-1.17656437433,-3.70500089561,-0.0539492826313,5,5,7,-12.04816316,-77.06335322,8667276.063,275380.8033,POINT (-77.06335322 -12.04816316),0.0,"POLYGON ((274880.5782074883 -1333223.933403935, 275880.5782074883 -1333223.933403935, 275880.5782074883 -1332223.933403935, 274880.5782074883 -1332223.933403935, 274880.5782074883 -1333223.933403935))"
301,2138,24659,124,3.333333333,0.063971609,1546.806453,0.0,0.707094333,4,24,17,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-9.67838894089,2.9650808030199998,-4.46452339886,0.618476537271,-1.03934052971,-0.9666219322949999,-0.88070877469,5,5,7,-12.04823098,-77.05417134,8667276.063,276380.8033,POINT (-77.05417134 -12.04823098),0.0,"POLYGON ((275880.5808640661 -1333223.934113512, 276880.5808640661 -1333223.934113512, 276880.5808640661 -1332223.934113512, 275880.5808640661 -1332223.934113512, 275880.5808640661 -1333223.934113512))"
302,2139,24484,136,3.3357142860000004,0.059849263,5158.538326,0.0,0.718509127,14,20,32,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-13.1977221784,5.849726050519999,-8.47955811197,3.1497164349599998,-1.38358176704,-13.485638961900001,2.9497802397000004,5,5,7,-12.04829849,-77.0449894,8667276.063,277380.8033,POINT (-77.04498940000001 -12.04829849),1.0,"POLYGON ((276880.5840146713 -1333223.933927878, 277880.5840146713 -1333223.933927878, 277880.5840146713 -1332223.933927878, 276880.5840146713 -1332223.933927878, 276880.5840146713 -1333223.933927878))"
303,2140,26637,123,3.6825396830000003,0.060728622999999995,0.0,0.0,0.920443639,130,85,72,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-27.894911322,14.985910509000002,-38.9724941825,-1.8795013678999999,-5.17478186053,5.55264511564,-15.3217248626,6,7,8,-12.0483657,-77.0358074,8667276.063,278380.8033,POINT (-77.0358074 -12.0483657),3.0,"POLYGON ((277880.587694523 -1333223.933954266, 278880.587694523 -1333223.933954266, 278880.587694523 -1332223.933954266, 277880.587694523 -1332223.933954266, 277880.587694523 -1333223.933954266))"
304,2141,23997,57,3.596491228,0.076139212,2019.930695,0.0,0.929638179,93,63,97,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-25.2129100041,12.746190648599999,-36.3347423544,-3.8576669927599996,-4.1856641058,-2.38301205617,-12.976907371800001,6,7,8,-12.04843261,-77.02662536,8667276.063,279380.8033,POINT (-77.02662536 -12.04843261),4.0,"POLYGON ((278880.5897524684 -1333223.934209556, 279880.5897524684 -1333223.934209556, 279880.5897524684 -1332223.934209556, 278880.5897524684 -1332223.934209556, 278880.5897524684 -1333223.934209556))"
305,2142,24392,56,3.2096774189999997,0.07749427099999999,0.0,0.0,0.6550115879999999,1,3,9,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.530616212869999,-1.34146855396,1.1922419306899998,-3.9180805835,0.0707137204768,3.89993789172,-1.58803716,2,3,5,-12.04849922,-77.01744325,8667276.063,280380.8033,POINT (-77.01744325 -12.04849922),5.0,"POLYGON ((279880.5934824864 -1333223.934670293, 280880.5934824864 -1333223.934670293, 280880.5934824864 -1332223.934670293, 279880.5934824864 -1332223.934670293, 279880.5934824864 -1333223.934670293))"
306,2143,32225,155,3.150943396,0.070038847,0.0,0.0,0.316656567,2,3,12,321.0,18.0,343.0,75261.0,1542.0,18673.0,394318.0,-12.3833666425,-6.57428194979,7.39561732158,0.0243000484569,-1.81666392387,0.2356505948,-7.12711948535,2,3,5,-12.04856552,-77.0082611,8667276.063,281380.8033,POINT (-77.0082611 -12.04856552),377.0,"POLYGON ((280880.5956363274 -1333223.934254881, 281880.5956363274 -1333223.934254881, 281880.5956363274 -1332223.934254881, 280880.5956363274 -1332223.934254881, 280880.5956363274 -1333223.934254881))"
307,2144,17329,223,3.055319149,0.045848367,0.0,0.0,0.19885090100000002,4,5,8,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-3.2251557862,0.0373097650612,5.19858505134,4.52776532602,-2.15241004378,0.38421357233599995,-3.59331742505,4,0,4,-12.04863152,-76.99907889,8667276.063,282380.8033,POINT (-76.99907889000001 -12.04863152),426.0,"POLYGON ((281880.5984270998 -1333223.934054438, 282880.5984270998 -1333223.934054438, 282880.5984270998 -1332223.934054438, 281880.5984270998 -1332223.934054438, 281880.5984270998 -1333223.934054438))"
308,2145,7589,36,2.947368421,0.122253833,0.0,0.0,0.0,0,0,0,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,9.249886772310001,-2.16293461002,1.4509088709,-8.0371488736,0.19219550555,-0.00922434903533,0.745361745798,1,2,3,-12.04869722,-76.98989662,8667276.063,283380.8033,POINT (-76.98989662 -12.04869722),93.0,"POLYGON ((282880.6018817039 -1333223.934069753, 283880.6018817039 -1333223.934069753, 283880.6018817039 -1332223.934069753, 282880.6018817039 -1332223.934069753, 282880.6018817039 -1333223.934069753))"
309,2146,9708,74,3.2837837839999997,0.090241783,677.496569,0.0,0.421375648,7,1,11,37.0,2.0,38.0,18812.0,51.0,3429.0,49540.0,2.83708107686,2.0880842454299997,-2.5387917021,-2.18707169697,-0.516028755917,1.84311983683,0.8879113540219999,4,0,0,-12.04876262,-76.98071431,8667276.063,284380.8033,POINT (-76.98071431 -12.04876262),461.0,"POLYGON ((283880.6038490437 -1333223.934317335, 284880.6038490437 -1333223.934317335, 284880.6038490437 -1332223.934317335, 283880.6038490437 -1332223.934317335, 283880.6038490437 -1333223.934317335))"
310,2147,20690,164,3.204819277,0.050953259,54.69438649,0.0,0.391029939,22,1,29,28.0,2.0,33.0,14727.0,51.0,2928.0,37314.0,-0.765994769799,7.88723111647,-2.7542662676,1.3643022785299999,-1.58198417398,3.0307491441799996,-2.69423182968,4,0,4,-12.04882772,-76.97153194,8667276.063,285380.8033,POINT (-76.97153194000001 -12.04882772),452.0,"POLYGON ((284880.6065340252 -1333223.934782099, 285880.6065340252 -1333223.934782099, 285880.6065340252 -1332223.934782099, 284880.6065340252 -1332223.934782099, 284880.6065340252 -1333223.934782099))"
311,2148,21753,124,3.109375,0.059048283,250.8482642,0.0,0.270243613,28,10,13,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-7.3774217267600015,-1.6625989134,0.138304248543,-0.104155615619,-1.64395285662,-0.7403716507529999,-6.9890203692399995,2,3,5,-12.04889251,-76.96234951,8667276.063,286380.8033,POINT (-76.96234951 -12.04889251),470.0,"POLYGON ((285880.6099556335 -1333223.934358452, 286880.6099556335 -1333223.934358452, 286880.6099556335 -1332223.934358452, 285880.6099556335 -1332223.934358452, 285880.6099556335 -1333223.934358452))"
312,2149,22506,107,3.227272727,0.07538458,1961.1548940000002,0.0,0.262193396,1,6,14,250.0,10.0,143.0,55706.0,986.0,22145.0,149574.0,-6.65926723602,-2.34919346881,2.11175305865,0.21168085462900002,-1.1341219911799998,-5.81146764457,-3.23421638935,2,3,5,-12.048957000000001,-76.95316704,8667276.063,287380.8033,POINT (-76.95316704 -12.048957),260.0,"POLYGON ((286880.6119707978 -1333223.934169075, 287880.6119707978 -1333223.934169075, 287880.6119707978 -1332223.934169075, 286880.6119707978 -1332223.934169075, 286880.6119707978 -1333223.934169075))"
313,2150,11725,61,3.1639344260000004,0.06915346900000001,1109.5580810000001,0.0,0.353266288,7,7,1,296.0,22.0,249.0,77896.0,3196.0,35051.0,301888.0,-9.6826542286,-11.0028811883,2.80213070602,-0.0467664579989,-1.7063127371399998,-2.7609307082099996,-3.61131969065,2,3,5,-12.04902119,-76.94398451,8667276.063,288380.8033,POINT (-76.94398451000001 -12.04902119),51.0,"POLYGON ((287880.6147843865 -1333223.934199099, 288880.6147843865 -1333223.934199099, 288880.6147843865 -1332223.934199099, 287880.6147843865 -1332223.934199099, 287880.6147843865 -1333223.934199099))"
314,2151,8138,52,3.148148148,0.103988604,2170.606334,0.0,0.344287689,1,1,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,-1.3822714764700001,-6.01708167025,1.19857253039,-2.65871526065,-0.232278619027,-6.142990949,-0.0067015415467900005,2,3,5,-12.04908508,-76.93480193,8667276.063,289380.8033,POINT (-76.93480193000001 -12.04908508),136.0,"POLYGON ((288880.6173343367 -1333223.934456989, 289880.6173343367 -1333223.934456989, 289880.6173343367 -1332223.934456989, 288880.6173343367 -1332223.934456989, 288880.6173343367 -1333223.934456989))"
315,2152,5643,49,2.7166666669999997,0.11886810800000001,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,3.90240533227,-9.633599574560002,4.69960691672,-7.60498394459,-0.0471028211132,-3.7469525424400003,-4.40268340183,1,2,3,-12.04914867,-76.92561929,8667276.063,290380.8033,POINT (-76.92561929 -12.04914867),305.0,"POLYGON ((289880.6207365164 -1333223.934935774, 290880.6207365164 -1333223.934935774, 290880.6207365164 -1332223.934935774, 289880.6207365164 -1332223.934935774, 289880.6207365164 -1333223.934935774))"
316,2153,3089,33,2.488888889,0.121470519,0.0,0.0,0.0,0,0,0,231.0,8.0,115.0,45064.0,935.0,19718.0,124486.0,5.18708074847,-11.086423703800001,4.8500920123,-9.68095090798,0.447461189174,-5.560972090580001,-4.50502639747,1,2,3,-12.04921195,-76.91643661,8667276.063,291380.8033,POINT (-76.91643661000001 -12.04921195),69.0,"POLYGON ((290880.6228321883 -1333223.934545097, 291880.6228321883 -1333223.934545097, 291880.6228321883 -1332223.934545097, 290880.6228321883 -1332223.934545097, 290880.6228321883 -1333223.934545097))"
317,2196,8413,92,3.208333333,0.083289007,0.0,1650.0444220000002,0.247497031,0,3,0,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,3.5959323590400003,-1.08449582828,0.503586302329,0.7311992071089999,9.494773184389999,3.0369265674799997,-0.48492386237199997,0,6,6,-12.03864292,-77.12755367,8668276.063,268380.8033,POINT (-77.12755367 -12.03864292),0.0,"POLYGON ((267880.5563357357 -1332223.932885168, 268880.5563357357 -1332223.932885168, 268880.5563357357 -1331223.932885168, 267880.5563357357 -1331223.932885168, 267880.5563357357 -1332223.932885168))"
318,2199,7068,184,3.094240838,0.02992662,0.0,1702.845943,0.23596213800000002,3,3,6,113.0,0.0,19.0,20362.0,0.0,4403.0,91888.0,2.0586191267,1.9262901596900002,1.96025633168,7.4598754102600005,8.802533543860001,2.07320110294,-1.7550774686200001,0,6,6,-12.03885164,-77.10000995,8668276.063,271380.8033,POINT (-77.10000995 -12.03885164),0.0,"POLYGON ((270880.5656837022 -1332223.933541439, 271880.5656837022 -1332223.933541439, 271880.5656837022 -1331223.933541439, 270880.5656837022 -1331223.933541439, 270880.5656837022 -1332223.933541439))"
319,2201,20838,151,3.3205128210000003,0.04078341,1055.136134,0.0,0.26124569,3,2,5,382.0,9.0,207.0,76312.0,771.0,17892.0,374822.0,-10.3069528495,-5.6558792887300005,6.91233689841,5.609307353999999,-1.9905941866599999,-2.5703781059,-6.99592291204,2,3,5,-12.03898928,-77.08164718,8668276.063,273380.8033,POINT (-77.08164718 -12.03898928),0.0,"POLYGON ((272880.5726188197 -1332223.934156565, 273880.5726188197 -1332223.934156565, 273880.5726188197 -1331223.934156565, 272880.5726188197 -1331223.934156565, 272880.5726188197 -1332223.934156565))"
320,2202,24038,85,3.260869565,0.081063864,0.0,0.0,0.37703065399999997,1,2,1,269.0,9.0,188.0,55950.0,771.0,13489.0,282934.0,-5.85850517276,-5.01949222661,5.146492128169999,-1.85739404815,-0.6520113599840001,2.1791865915099997,-4.4306397866900005,2,3,5,-12.03905764,-77.07246572,8668276.063,274380.8033,POINT (-77.07246572 -12.03905764),0.0,"POLYGON ((273880.5750644675 -1332223.933644439, 274880.5750644675 -1332223.933644439, 274880.5750644675 -1331223.933644439, 273880.5750644675 -1331223.933644439, 273880.5750644675 -1332223.933644439))"
321,2203,24386,199,3.198067633,0.037387277999999996,0.0,0.0,0.13521164300000002,6,5,8,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.00842764503,1.86028168317,5.338767810759999,4.458808450759999,-2.1462845931,1.56186364951,-3.33117279662,4,0,4,-12.03912571,-77.06328420000001,8668276.063,275380.8033,POINT (-77.06328420000001 -12.03912571),0.0,"POLYGON ((274880.577967759 -1332223.934422667, 275880.577967759 -1332223.934422667, 275880.577967759 -1331223.934422667, 274880.577967759 -1331223.934422667, 274880.577967759 -1332223.934422667))"
322,2204,23233,115,3.130081301,0.057869414,0.0,0.0,0.029421317000000002,0,1,5,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-1.20253791223,-1.21997470825,6.134074699369999,-0.168158249439,-1.2662805079200001,0.7664928779960001,-2.7336524667299997,4,0,5,-12.03919347,-77.05410262,8668276.063,276380.8033,POINT (-77.05410261999999 -12.03919347),1.0,"POLYGON ((275880.5813389292 -1332223.934279147, 276880.5813389292 -1332223.934279147, 276880.5813389292 -1331223.934279147, 275880.5813389292 -1331223.934279147, 275880.5813389292 -1332223.934279147))"
323,2205,26176,144,3.0128205130000003,0.045537258,2971.883021,3759.574898,0.396799691,5,10,21,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-9.01591798148,0.778666617474,-2.15697318917,5.8497539742299995,21.837539473899998,-8.1029673127,1.37827548777,0,6,6,-12.03926093,-77.04492099,8668276.063,277380.8033,POINT (-77.04492098999999 -12.03926093),0.0,"POLYGON ((276880.5841241443 -1332223.934329231, 277880.5841241443 -1332223.934329231, 277880.5841241443 -1331223.934329231, 276880.5841241443 -1331223.934329231, 276880.5841241443 -1332223.934329231))"
324,2206,19797,84,3.255555556,0.082846726,0.0,292.2510472,0.637608621,9,7,15,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-5.445829249580001,-0.9019074958600001,-1.8838412846500001,-2.41416314578,1.0751181236,3.9153409136,-2.6647156438799997,2,3,5,-12.03932809,-77.03573929999999,8668276.063,278380.8033,POINT (-77.03573929999999 -12.03932809),0.0,"POLYGON ((277880.5874393827 -1332223.934565524, 278880.5874393827 -1332223.934565524, 278880.5874393827 -1331223.934565524, 277880.5874393827 -1331223.934565524, 277880.5874393827 -1332223.934565524))"
325,2207,25082,104,3.165137615,0.07426619799999999,895.9777472000001,1099.714666,0.67816538,29,4,19,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-8.27643860961,0.9168954565299999,-3.75425276133,-1.20932638525,5.90692072057,0.7201610917199999,-1.9916615710799999,0,6,6,-12.03939494,-77.02655756,8668276.063,279380.8033,POINT (-77.02655756 -12.03939494),2.0,"POLYGON ((278880.5902143139 -1332223.933890435, 279880.5902143139 -1332223.933890435, 279880.5902143139 -1331223.933890435, 278880.5902143139 -1331223.933890435, 278880.5902143139 -1332223.933890435))"
326,2208,13514,84,3.195402299,0.05109675,3222.593467,2333.5171800000003,0.326965564,1,4,6,156.0,9.0,169.0,35588.0,771.0,9086.0,191046.0,-4.82350863989,-2.1239846255900003,-0.576453425499,5.02259728417,13.2571387524,-7.702383974510001,3.4823529006,0,6,6,-12.0394615,-77.01737577,8668276.063,280380.8033,POINT (-77.01737577 -12.0394615),41.0,"POLYGON ((279880.5924922191 -1332223.934517488, 280880.5924922191 -1332223.934517488, 280880.5924922191 -1331223.934517488, 279880.5924922191 -1331223.934517488, 279880.5924922191 -1332223.934517488))"
327,2209,28199,76,3.024691358,0.095446554,0.0,0.0,0.413669797,0,1,2,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-2.72811145153,-2.89527284473,4.78847651759,-5.98979511784,0.275271254521,1.39974164252,-1.62133676924,2,3,5,-12.03952775,-77.00819392,8668276.063,281380.8033,POINT (-77.00819392 -12.03952775),133.0,"POLYGON ((280880.5953727635 -1332223.934226562, 281880.5953727635 -1332223.934226562, 281880.5953727635 -1331223.934226562, 280880.5953727635 -1331223.934226562, 280880.5953727635 -1332223.934226562))"
328,2210,25766,173,3.054054054,0.058084830999999996,0.0,0.0,0.299958391,9,9,10,165.0,9.0,174.0,39673.0,771.0,9587.0,203272.0,-5.08876638303,0.673472050281,3.30084108907,0.532105580942,-1.40172042636,0.7722697259550001,-3.7205193256599998,2,3,5,-12.0395937,-76.99901201,8668276.063,282380.8033,POINT (-76.99901201 -12.0395937),440.0,"POLYGON ((281880.5988910035 -1332223.934124866, 282880.5988910035 -1332223.934124866, 282880.5988910035 -1331223.934124866, 281880.5988910035 -1331223.934124866, 281880.5988910035 -1332223.934124866))"
