,latitude,longitude,venta_frutas,venta_verduras,superficie_bodega,num_personas,hora_apertura_semana,hora_cierre_semana,abre_fin_de_semana,horario_atencion_igual,hora_apertura_fin_de_semana,hora_cierre_fin_de_semana,num_entregas_general,num_recojos_general,num_lugares,num_entregas_fv,num_recojos_fv,lugar_principal,vehiculo_recojo,vehiculo_recojo_other,num_viajes_lugar_principal,cant_carga,cant_sku,cadena_frio,cant_merma,motivo_si_oferta,motivo_si_oferta_other,motivo_no_oferta,motivo_no_oferta_other,gps_altitude,ventaFyV,in_food_desert,distrito,distance_to_market,dist_2closest_mkt,NSE07,population,betweenness_centrality_avg,kopt+0_Clusters,zone,hora_apertura_semana (hour),hora_apertura_semana (minute),hora_apertura_semana (seconds),hora_cierre_semana (hour),hora_cierre_semana (minute),hora_cierre_semana (seconds),hora_apertura_fin_de_semana (hour),hora_apertura_fin_de_semana (minute),hora_apertura_fin_de_semana (seconds),hora_cierre_fin_de_semana (hour),hora_cierre_fin_de_semana (minute),hora_cierre_fin_de_semana (seconds),vende_FyV,geometry,place_lon,place_lat,Time to market (mins),Taxi price
172,-12.0869686294665,-77.0733658969402,1,0,4,2,07:00:00,21:00:00,yes,no,08:00:00,08:00:00,2,1,1,0,1,Gran Mercado Mayorista De Lima,Transporte publico,,1,8,3,0,,Es fácil adquirir FyVs,,Otros,,,Vende solo frutas,False,MAGDALENA DEL MAR,22.187,186.563320659337,MA,22173,0.053811281,5,center_lima,7,0,0,21,0,0,8,0,0,8,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,50.2666666666667,15.6095129366667
173,-12.0869686294665,-77.0733658969402,1,0,4,2,07:00:00,21:00:00,yes,no,08:00:00,08:00:00,2,1,1,0,1,Gran Mercado Mayorista De Lima,Transporte publico,,1,8,3,0,,Es fácil adquirir FyVs,,Otros,,,Vende solo frutas,False,MAGDALENA DEL MAR,22.187,186.563320659337,MA,22173,0.053811281,5,center_lima,7,0,0,21,0,0,8,0,0,8,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,50.2666666666667,15.6095129366667
174,-12.108445112845,-77.0109207183123,1,1,24,3,07:00:00,20:00:00,no,,,,4,1,2,4,0,Gran Mercado Mayorista De Lima,Van,,4,,,0,,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SURQUILLO,16.911,59.0509498387933,ME,16249,0.055758171,3,center_lima,7,0,0,20,0,0,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,39.4333333333333,12.2447956433333
175,-12.0895049767681,-77.0473922231021,1,1,36,2,06:30:00,23:00:00,yes,yes,,,7,2,1,1,,Gran Mercado Mayorista De Lima,Carro particular,,1,150,15,1,1,Los clientes piden FyVs,,Otros,,101.304353713989,Vende frutas y verduras,False,LINCE,18.79,589.541787347162,AL,29853,0.058317025,3,center_lima,6,30,0,23,0,0,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,39.2,12.1747359
176,-12.1009689476454,-77.0549589023712,1,1,20,8,07:30:00,22:00:00,yes,yes,,,7,3,2,3,3,Gran Mercado Mayorista De Lima,Carro particular,,3,100,20,1,10,Los clientes piden FyVs,,Otros,,76.5568447113037,Vende frutas y verduras,False,SAN ISIDRO,19.618,883.686614001205,AL,25801,0.057861537,3,,7,30,0,22,0,0,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,42.8333333333333,13.3020711133333
177,-12.06271565,-76.94132913,1,1,48,2,06:00:00,23:00:00,yes,yes,,,3,1,1,0,2,Gran Mercado Mayorista De Lima,Van,,2,150,20,1,15,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,LA MOLINA,5.413,109.722515649702,MA,8460,0.056905577,5,east_lima,6,0,0,23,0,0,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,13.9833333333333,10
178,-12.05358915,-76.95152923,1,1,32,2,07:00:00,20:00:00,yes,yes,,,2,2,1,,1,Gran Mercado Mayorista De Lima,Camion simple,,1,80,20,1,10,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,ATE,3.695,283.931284526226,ME,11193,0.06780949,2,east_lima,7,0,0,20,0,0,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,11.4333333333333,10
179,-12.1296540309849,-76.9880998134613,0,1,27,3,07:00:00,23:00:00,yes,yes,07:00:00,23:00:00,4,2,2,2,1,Gran Mercado Mayorista De Lima,Taxi,,3,40,34,0,3,No hay otros sitios cerca que ofrezcan FyVs,,Otros,,,Vende solo verduras,True,SANTIAGO DE SURCO,17.279,1070.33095015945,AL,11097,0.052256639,2,center_lima,7,0,0,23,0,0,7,0,0,23,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,34.4,10.68490759
180,-12.1288181627306,-76.995945610106,1,1,30,2,06:00:00,21:00:00,yes,yes,06:00:00,21:00:00,3,2,2,1,1,Gran Mercado Mayorista De Lima,Carro particular,,2,30,30,1,3,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,16.863,211.279404192236,MA,17126,0.073298195,3,center_lima,6,0,0,21,0,0,6,0,0,21,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,37.4666666666667,11.6350708966667
181,-12.1352388748254,-76.9976092502475,1,1,24,2,06:00:00,21:00:00,yes,yes,06:00:00,21:00:00,2,2,1,1,1,Gran Mercado Mayorista De Lima,Carro particular,,2,25,33,1,3,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,19.596,539.825313864154,MA,17126,0.073298195,3,center_lima,6,0,0,21,0,0,6,0,0,21,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,39.4666666666667,12.2583778266667
182,-12.1358773974673,-77.0044311136007,1,1,36,1,07:00:00,22:00:00,yes,no,09:00:00,20:00:00,2,4,1,0,7,Gran Mercado Mayorista De Lima,Carro particular,,7,80,22,0,6,Otros,Es rentable ,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,18.572,413.12671261864,AL,17126,0.073298195,3,center_lima,7,0,0,22,0,0,9,0,0,20,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,41.65,12.93397212
183,-12.1352841090259,-77.0041179656982,1,1,18,2,07:00:00,20:00:00,yes,no,08:00:00,18:00:00,2,3,1,0,3,Gran Mercado Mayorista De Lima,Carro particular,,3,300,17,1,6,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,20.446,434.723196625128,AL,17126,0.073298195,3,center_lima,7,0,0,20,0,0,8,0,0,18,0,0,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,41.65,12.93623966
184,-12.0156054,-76.9885989,1,1,25,,,,,,,,9,3,2,0,3,Gran Mercado Mayorista De Lima,Carro particular,,3,8,15,0,1,Otros,,Otros,,,Vende frutas y verduras,False,SAN JUAN DE LURIGANCHO,9.943,428.337386359386,ME,16925,0.072593552,1,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,32.4833333333333,10.0818643633333
185,-12.0159568531427,-76.9886759664971,1,1,28,,,,,,,,2,1,2,2,2,Gran Mercado Mayorista De Lima,Van,,2,5,21,0,30,Otros,,Otros,,237.551422119141,Vende frutas y verduras,False,SAN JUAN DE LURIGANCHO,9.832,426.498482550656,ME,16925,0.072593552,1,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,31.7833333333333,10
186,-12.0233808763452,-76.9861732103552,1,1,16,,,,,,,,2,1,3,0,3,Gran Mercado Mayorista De Lima,Transporte publico,,2,15,25,0,20,Otros,,Otros,,240.056533813477,Vende frutas y verduras,False,SAN JUAN DE LURIGANCHO,9.425,68.5358945626645,ME,20326,0.065385598,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,29.5833333333333,10
187,-12.0065308,-76.9922337,1,1,6,,,,,,,,10,1,2,,3,Gran Mercado Mayorista De Lima,Transporte publico,,3,5,6,1,1,Los clientes piden FyVs,,Otros,,257.752075195312,Vende frutas y verduras,False,SAN JUAN DE LURIGANCHO,10.754,626.325704071669,MB,14273,0.056375964,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,35.7666666666667,11.1006790066667
188,-12.2256786,-76.9583803,1,1,9,,,,,,,,7,7,1,0,6,Gran Mercado Mayorista De Lima,Carro particular,,14,35,12,1,10,Otros,No hay un mercado cerca,Otros,,149,Vende frutas y verduras,True,VILLA EL SALVADOR,28.972,1284.77048464518,MB,2298,0.089241285,1,south_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,50.4666666666667,15.6797227866667
189,-12.0105393,-76.9772307,1,1,9,,,,,,,,4,1,1,0,1,Gran Mercado Mayorista De Lima,Transporte publico,,2,20,4,1,2.74906673440146,Otros,Porque cree que le puede generar más ingresos,Otros,,297.899993896484,Vende frutas y verduras,True,SAN JUAN DE LURIGANCHO,11.281,1062.13880244637,ME,14704,0.064131851,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,34.4833333333333,10.7034833433333
190,-12.0009736,-76.9857732,1,1,6,,,,,,,,2,2,2,0,6,Gran Mercado Mayorista De Lima,Carro particular,,6,24,11,1,1,Otros,Parasurtir negocio,Otros,,347,Vende frutas y verduras,True,SAN JUAN DE LURIGANCHO,12.154,1402.05682237192,MB,14273,0.056375964,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,41.8833333333333,12.9985396733333
191,-12.0019853,-76.9862953,1,1,6,,,,,,,,3,1,1,0,1,Gran Mercado Mayorista De Lima,Taxi,,2,60,21,1,10,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,True,SAN JUAN DE LURIGANCHO,11.91,1312.86240787475,MB,14273,0.056375964,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,40.6333333333333,12.6107444333333
192,-12.0021199,-76.9862103,1,1,6,1,,,,,,,2,1,1,0,1,Gran Mercado Mayorista De Lima,Taxi,,2,60,21,1,5,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,True,SAN JUAN DE LURIGANCHO,11.893,1317.63622014691,MB,14273,0.056375964,4,east_lima,,,,,,,,,,,,,1,POINT (-76.9440259382289 -12.03877685),-76.9440259382289,-12.03877685,40.5,12.56939053
193,-12.1183546940275,-77.0255713263243,1,1,1,2,07:00:00,15:00:00,yes,yes,07:00:00,15:00:00,0,5,1,0,5,Mercado de Surquillo,Otros,Bicicleta,7,8,10,0,1,Es fácil adquirir FyVs,,Otros,,104.530256916668,Vende frutas y verduras,False,SURQUILLO,1.433,25.6847268762907,MA,36397,0.052855204,6,center_lima,7,0,0,15,0,0,7,0,0,15,0,0,1,POINT (-77.0170138 -12.1167752),-77.0170138,-12.1167752,5.91666666666667,10
194,-12.1004714,-77.0303379,1,0,20,2,07:30:00,21:30:00,yes,no,07:30:00,12:30:00,5,0,3,0,2,Mercado de Surquillo,Taxi,,2,9,3,0,0.5,Es fácil adquirir FyVs,,Otros,,135.400009155273,Vende solo frutas,True,SAN ISIDRO,4.301,1198.57099014194,MA,18539,0.054230961,3,,7,30,0,21,30,0,7,30,0,12,30,0,1,POINT (-77.0170138 -12.1167752),-77.0170138,-12.1167752,11.4166666666667,10
195,-12.1008491568153,-77.0308465138078,1,1,21,2,07:00:00,22:00:00,yes,yes,08:00:00,10:00:00,10,0,1,0,1,Mercado de Surquillo,Taxi,,1,20,15,0,1,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,True,SAN ISIDRO,3.233,1192.32931490153,AL,18539,0.054230961,3,,7,0,0,22,0,0,8,0,0,10,0,0,1,POINT (-77.0170138 -12.1167752),-77.0170138,-12.1167752,12.5666666666667,10
196,-12.0961552981362,-77.0315073430538,1,1,12,2,07:30:00,22:30:00,yes,no,08:00:00,22:00:00,8,3,2,0,4,Mercado de Surquillo,Taxi,,3,25,18,0,3,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SAN ISIDRO,3.777,939.410975960737,MA,16029,0.0429534,6,,7,30,0,22,30,0,8,0,0,22,0,0,1,POINT (-77.0170138 -12.1167752),-77.0170138,-12.1167752,14.7,10
197,-12.0961737,-77.0315519,1,1,30,2,06:30:00,22:30:00,yes,yes,,,16,2,1,0,2,Mercado de Surquillo,Carro particular,,2,18,11,0,1,Los clientes piden FyVs,,Otros,,137.969482421875,Vende frutas y verduras,False,SAN ISIDRO,3.759,943.66391466034,MA,16029,0.0429534,6,,6,30,0,22,30,0,,,,,,,1,POINT (-77.0170138 -12.1167752),-77.0170138,-12.1167752,14.55,10
198,-12.11890102768,-77.0253195807073,1,1,8,2,08:00:00,18:30:00,yes,yes,,,0,1,1,0,1,Mercado de Frutas de San Luis,Transporte publico,,1,50,20,0,2.70986532579966,Es fácil adquirir FyVs,,Otros,,107.456680806202,Vende frutas y verduras,False,SURQUILLO,11.042,79.5854272194192,ME,36397,0.052855204,6,center_lima,8,0,0,18,30,0,,,,,,,1,POINT (-76.9983979208904 -12.068607),-76.9983979208904,-12.068607,20.0166666666667,10
199,-12.118443992924,-77.0247727516611,1,0,1,1,22:00:00,17:30:00,yes,yes,,,0,1,1,0,1,Mercado de Frutas de San Luis,Taxi,,1,15,5,0,3,Los clientes piden FyVs,,Otros,,110.62291104262,Vende solo frutas,False,SURQUILLO,11.172,38.2827807014984,ME,36397,0.052855204,6,center_lima,22,0,0,17,30,0,,,,,,,1,POINT (-76.9983979208904 -12.068607),-76.9983979208904,-12.068607,20.7833333333333,10
200,-12.0624891808369,-76.9583298918576,1,1,20,1,08:00:00,22:00:00,yes,no,08:00:00,18:00:00,1,3,1,0,3,Mercado de Frutas de San Luis,Carro particular,,3,250,20,0,10,Los clientes piden FyVs,,Otros,,254.154015069467,Vende frutas y verduras,False,LA MOLINA,5.712,678.097615343752,AL,14212,0.07278444,2,east_lima,8,0,0,22,0,0,8,0,0,18,0,0,1,POINT (-76.9983979208904 -12.068607),-76.9983979208904,-12.068607,17.4666666666667,10
201,-12.0624476904162,-76.9580801111431,1,1,24,1,07:00:00,22:00:00,yes,yes,,,1,3,1,0,3,Mercado de Frutas de San Luis,Taxi,,3,100,12,1,5,Los clientes piden FyVs,,Otros,,255.049188373737,Vende frutas y verduras,False,LA MOLINA,5.74,683.260535049279,AL,18540,0.066106913,2,east_lima,7,0,0,22,0,0,,,,,,,1,POINT (-76.9983979208904 -12.068607),-76.9983979208904,-12.068607,17.5166666666667,10
202,-12.0755135375943,-77.0773724466562,1,0,12,3,06:00:00,21:00:00,yes,no,08:00:00,07:00:00,3,0,1,0,3,Mercado San Miguel,Taxi,,3,20,4,0,1,Los clientes piden FyVs,,Otros,,,Vende solo frutas,False,PUEBLO LIBRE,2.379,329.921700073007,AL,10355,0.061360781,6,center_lima,6,0,0,21,0,0,8,0,0,7,0,0,1,POINT (-77.09048012241151 -12.08616775),-77.0904801224115,-12.08616775,10.0833333333333,10
203,-12.075410918214,-77.0765523612499,1,0,12,3,06:00:00,21:00:00,yes,no,08:00:00,07:00:00,3,0,1,0,3,Mercado San Miguel,Taxi,,3,20,4,0,1,Los clientes piden FyVs,,Otros,,,Vende solo frutas,False,PUEBLO LIBRE,3.25,308.759260652854,MA,14179,0.044765346,4,center_lima,6,0,0,21,0,0,8,0,0,7,0,0,1,POINT (-77.09048012241151 -12.08616775),-77.0904801224115,-12.08616775,12.6333333333333,10
204,-12.0807401889721,-77.0819928869605,1,1,18,2,06:30:00,22:00:00,yes,no,07:30:00,22:30:00,4,2,1,0,2,Mercado San Miguel,Carro particular,,2,60,10,0,1,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SAN MIGUEL,1.555,441.647062417298,MA,13644,0.051945007,5,center_lima,6,30,0,22,0,0,7,30,0,22,30,0,1,POINT (-77.09048012241151 -12.08616775),-77.0904801224115,-12.08616775,5.7,10
205,-12.0807401889721,-77.0819928869605,1,1,18,2,06:30:00,22:00:00,yes,no,07:30:00,22:30:00,4,2,1,0,2,Mercado San Miguel,Carro particular,,2,60,10,0,1,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SAN MIGUEL,1.555,441.647062417298,MA,13644,0.051945007,5,center_lima,6,30,0,22,0,0,7,30,0,22,30,0,1,POINT (-77.09048012241151 -12.08616775),-77.0904801224115,-12.08616775,5.7,10
206,-12.075410918214,-77.0765523612499,1,0,12,3,06:00:00,21:00:00,yes,no,08:00:00,07:00:00,3,0,1,0,3,Mercado San Miguel,Taxi,,3,20,4,0,1,Los clientes piden FyVs,,Otros,,,Vende solo frutas,False,PUEBLO LIBRE,3.25,308.759260652854,MA,14179,0.044765346,4,center_lima,6,0,0,21,0,0,8,0,0,7,0,0,1,POINT (-77.09048012241151 -12.08616775),-77.0904801224115,-12.08616775,12.6333333333333,10
207,-12.1458148956412,-77.0213584509464,1,1,24,2,08:00:00,20:00:00,yes,yes,08:00:00,20:00:00,0,0,1,0,1,Mercado Barranco,Transporte publico,,1,30,20,0,3,Es fácil adquirir FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,1.143,150.256418810177,MA,17390,0.055573019,3,center_lima,8,0,0,20,0,0,8,0,0,20,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,5.68333333333333,10
208,-12.1503868047261,-77.0204590727361,1,1,18,3,08:00:00,23:00:00,yes,yes,08:00:00,23:00:00,0,3,2,0,2,Mercado Barranco,Carro particular,,2,30,15,1,2,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,1.823,287.004178486612,MA,17390,0.055573019,3,center_lima,8,0,0,23,0,0,8,0,0,23,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,8.91666666666667,10
209,-12.1501630079114,-77.0205951948436,1,0,10,2,08:00:00,23:00:00,yes,yes,08:00:00,23:00:00,0,0,1,0,1,Mercado Barranco,Transporte publico,,1,20,18,0,2,Es fácil adquirir FyVs,,Otros,,,Vende solo frutas,False,BARRANCO,1.852,295.514770425828,AL,17390,0.055573019,3,center_lima,8,0,0,23,0,0,8,0,0,23,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,9.03333333333333,10
210,-12.1373636959763,-77.0208936514278,1,1,4,1,18:30:00,21:30:00,yes,yes,18:30:00,21:30:00,0,7,2,0,3,Mercado Barranco,Carro particular,,2,20,15,0,2,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,1.367,5.59212408984555,ME,23788,0.051330796,2,center_lima,18,30,0,21,30,0,18,30,0,21,30,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,5.86666666666667,10
211,-12.1467113820949,-77.0202890877398,1,1,12,3,08:00:00,23:00:00,yes,no,11:00:00,22:00:00,1,2,1,1,2,Mercado Barranco,Carro particular,,2,20,15,0,1,Es fácil adquirir FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,0.961,73.1574138228712,MA,17390,0.055573019,3,center_lima,8,0,0,23,0,0,11,0,0,22,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,4.65,10
212,-12.1547413140632,-77.0208428800106,1,1,12,2,06:00:00,19:30:00,yes,no,09:00:00,18:00:00,0,3,2,1,2,Mercado Barranco,Taxi,,2,15,10,0,2,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,2.494,64.0492959420505,MA,9509,0.058853373,2,center_lima,6,0,0,19,30,0,9,0,0,18,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,11.3,10
213,-12.1414116332943,-77.0220304280519,1,1,15,3,08:00:00,23:00:00,yes,yes,08:00:00,23:00:00,1,2,1,0,2,Mercado Barranco,Carro particular,,2,15,8,0,1,No hay otros sitios cerca que ofrezcan FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,1.101,470.219800963322,MA,23788,0.051330796,2,center_lima,8,0,0,23,0,0,8,0,0,23,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,5.23333333333333,10
214,-12.1483040526619,-77.0202727516943,1,0,4,4,08:00:00,23:00:00,yes,yes,08:00:00,23:00:00,8,3,2,0,1,Mercado Barranco,Carretilla,,1,30,15,1,1,Es fácil adquirir FyVs,,Otros,,,Vende solo frutas,False,BARRANCO,2.21,149.56037052881,MA,17390,0.055573019,3,center_lima,8,0,0,23,0,0,8,0,0,23,0,0,1,POINT (-77.0156768084626 -12.14205085),-77.0156768084626,-12.14205085,8.66666666666667,10
215,-12.155567595942,-77.0215016975999,0,1,12,2,08:00:00,22:30:00,yes,no,08:00:00,15:00:00,2,1,1,0,1,Mercado San Martin de Porres,Transporte publico,,1,20,8,0,1,Los clientes piden FyVs,,Otros,,,Vende solo verduras,False,BARRANCO,22.545,52.7225722260121,MA,9509,0.058853373,2,center_lima,8,0,0,22,30,0,8,0,0,15,0,0,1,POINT (-77.07631638365849 -11.9956755),-77.0763163836585,-11.9956755,49.5166666666667,15.3774461166667
216,-12.1556164320378,-77.0215898752213,1,1,40,3,08:00:00,22:00:00,yes,yes,08:00:00,22:00:00,3,2,1,0,2,Mercado Los Pazos,Van,,2,35,20,1,4,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,BARRANCO,2.014,63.373016506197,MA,9509,0.058853373,2,center_lima,8,0,0,22,0,0,8,0,0,22,0,0,1,POINT (-77.0166305523806 -12.15008965),-77.0166305523806,-12.15008965,7.78333333333333,10
217,-12.0896052,-77.049238,1,1,12,2,07:00:00,22:30:00,yes,no,09:00:00,17:00:00,2,3,1,1,1,Mercado Caquetá,Carro particular,,1,10,10,0,2,Los clientes piden FyVs,,Otros,,109.3779296875,Vende frutas y verduras,False,SAN ISIDRO,9.403,766.453621866517,AL,29853,0.058317025,3,,7,0,0,22,30,0,9,0,0,17,0,0,1,POINT (-77.04347801631221 -12.0349709),-77.0434780163122,-12.0349709,29.8166666666667,10
218,-12.0966984,-77.0535241,1,1,81,7,09:00:00,20:00:00,no,,,,,,1,7,0,Mercado Lurin,Camion simple,,7,40,20,1,-0.533413451997764,Los clientes piden FyVs,,Otros,,103.110412597656,Vende frutas y verduras,True,SAN ISIDRO,35.615,1344.37092848289,MA,29853,0.058317025,3,,9,0,0,20,0,0,,,,,,,1,POINT (-76.91094375799091 -12.23682085),-76.9109437579909,-12.23682085,49.5666666666667,15.4087608166667
219,-12.05906115,-76.95933983,1,1,6,1,07:00:00,22:00:00,yes,yes,,,2,2,1,0,1,Mercado de Santa Anita,Carretilla,,1,40,10,1,5,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,ATE,2.672,381.049882852008,ME,18540,0.066106913,2,east_lima,7,0,0,22,0,0,,,,,,,1,POINT (-76.95743400000001 -12.043319),-76.957434,-12.043319,8.2,10
220,-12.133580282169,-77.0138352736831,1,1,36,2,07:00:00,11:00:00,yes,no,07:00:00,08:00:00,,,1,0,3,Mercado de Santa Anita,Carro particular,,3,90,26,0,9,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,18.049,870.722968942652,MA,32535,0.054507853,3,center_lima,7,0,0,11,0,0,7,0,0,8,0,0,1,POINT (-76.95743400000001 -12.043319),-76.957434,-12.043319,36.7,11.39883929
221,-12.1334213058485,-77.0162217691541,1,1,35,2,06:00:00,09:00:00,yes,yes,06:00:00,09:00:00,2,3,1,0,2,Mercado de Santa Anita,Taxi,,2,70,21,0,5,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,17.959,665.073777400723,MA,32535,0.054507853,3,center_lima,6,0,0,9,0,0,6,0,0,9,0,0,1,POINT (-76.95743400000001 -12.043319),-76.957434,-12.043319,35.5666666666667,11.0473970566667
222,-12.055557263095,-76.9559909217776,1,1,12,2,06:00:00,23:00:00,yes,yes,,,1,3,1,,1,Mercado Productores,Taxi,,1,200,15,1,20,Los clientes piden FyVs,,Otros,,272.360599517822,Vende frutas y verduras,False,ATE,18.273,319.108201938283,MB,11193,0.06780949,2,east_lima,6,0,0,23,0,0,,,,,,,1,POINT (-77.0581236407222 -12.00994815),-77.0581236407222,-12.00994815,32.3666666666667,10.0557769966667
223,-12.0105127,-76.978773,1,1,12,,,,,,,,4,2,1,0,3,Mercado Productores,Otros,,2,60,13,1,1,Otros,,Otros,,273,Vende frutas y verduras,False,SAN JUAN DE LURIGANCHO,13.868,944.990312145983,ME,14704,0.064131851,4,east_lima,,,,,,,,,,,,,1,POINT (-77.0581236407222 -12.00994815),-77.0581236407222,-12.00994815,27.35,10
224,-12.13053743,-76.98732667,1,1,35,2,06:30:00,22:00:00,yes,yes,06:30:00,22:15:00,3,2,1,0,2,Mercado Central,Carro particular,,2,20,29,0,2,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,True,SANTIAGO DE SURCO,16.714,1168.4455011859,AL,11097,0.052256639,2,center_lima,6,30,0,22,0,0,6,30,0,22,15,0,1,POINT (-77.0275729 -12.0526789),-77.0275729,-12.0526789,26.1166666666667,10
225,-12.1324333560322,-76.9953582063317,1,1,36,2,07:00:00,22:00:00,yes,yes,07:00:00,22:00:00,1,2,1,2,2,Mercado Central,Taxi,,2,25,23,0,3.5,Los clientes piden FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,13.421,509.728718910327,AL,17126,0.073298195,3,center_lima,7,0,0,22,0,0,7,0,0,22,0,0,1,POINT (-77.0275729 -12.0526789),-77.0275729,-12.0526789,27.05,10
226,-12.1339411744538,-76.9987290725112,1,1,45,3,07:00:00,22:00:00,yes,yes,07:00:00,22:00:00,3,1,2,2,1,Mercado Central,Taxi,,2,35,30,1,2,Es fácil adquirir FyVs,,Otros,,,Vende frutas y verduras,False,SANTIAGO DE SURCO,13.026,565.080702440855,AL,17126,0.073298195,3,center_lima,7,0,0,22,0,0,7,0,0,22,0,0,1,POINT (-77.0275729 -12.0526789),-77.0275729,-12.0526789,26.0833333333333,10
227,-12.2253381,-76.9730975,1,0,6,,,,,,,,3,1,1,0,1,Mercado Tupac Amaru,Taxi,,1,8,4,1,1,Otros,,Otros,,12.0680343015119,Vende solo frutas,True,CHORRILLOS,26.887,2214.48452626102,ME,1423,0.143672014,1,south_lima,,,,,,,,,,,,,1,POINT (-76.9676588415842 -12.021932),-76.9676588415842,-12.021932,32.6333333333333,10.1488666033333
228,-12.2179632,-76.9437134,1,1,12,,,,,,,,6,1,1,0,2,Centro Comercial Plaza Villa Sur,Taxi,,2,6,7,1,1,Otros,Porque hay un colegio cerca,Otros,,158,Vende frutas y verduras,False,VILLA EL SALVADOR,1.419,380.028577990135,MB,8310,0.034458544,4,south_lima,,,,,,,,,,,,,1,POINT (-76.9333394128444 -12.2124381),-76.9333394128444,-12.2124381,4.9,10
229,-12.2234858,-76.9502555,1,1,16,,,,,,,,2,7,1,0,3,Centro Comercial Plaza Villa Sur,Otros,mototaxi,1,20,6,1,1,Otros,,Otros,,,Vende frutas y verduras,False,VILLA EL SALVADOR,2.495,505.33048184824,MB,2298,0.089241285,1,south_lima,,,,,,,,,,,,,1,POINT (-76.9333394128444 -12.2124381),-76.9333394128444,-12.2124381,7.38333333333333,10
